n, <eps> [J], <|m|>
   1.242500e+00,  -7.188755e-03,   6.381526e-02
   1.245000e+00,  -7.294589e-03,   6.380762e-02
   1.247500e+00,  -7.440000e-03,   6.384000e-02
   1.250000e+00,  -7.584830e-03,   6.387226e-02
   1.252500e+00,  -7.729084e-03,   6.390438e-02
   1.255000e+00,  -7.833002e-03,   6.389662e-02
   1.257500e+00,  -7.976190e-03,   6.392857e-02
   1.260000e+00,  -8.158416e-03,   6.400000e-02
   1.262500e+00,  -8.339921e-03,   6.407115e-02
   1.265000e+00,  -8.481262e-03,   6.410256e-02
   1.267500e+00,  -8.661417e-03,   6.417323e-02
   1.270000e+00,  -8.840864e-03,   6.424361e-02
   1.272500e+00,  -9.019608e-03,   6.431373e-02
   1.275000e+00,  -9.236791e-03,   6.442270e-02
   1.277500e+00,  -9.414063e-03,   6.449219e-02
   1.280000e+00,  -9.590643e-03,   6.456140e-02
   1.282500e+00,  -9.805447e-03,   6.466926e-02
   1.285000e+00,  -1.001942e-02,   6.477670e-02
   1.287500e+00,  -1.027132e-02,   6.492248e-02
   1.290000e+00,  -1.048356e-02,   6.502901e-02
   1.292500e+00,  -1.073359e-02,   6.517375e-02
   1.295000e+00,  -1.102119e-02,   6.535645e-02
   1.297500e+00,  -1.130769e-02,   6.553846e-02
   1.300000e+00,  -1.155470e-02,   6.568138e-02
   1.302500e+00,  -1.183908e-02,   6.586207e-02
   1.305000e+00,  -1.208413e-02,   6.600382e-02
   1.307500e+00,  -1.232824e-02,   6.614504e-02
   1.310000e+00,  -1.257143e-02,   6.628571e-02
   1.312500e+00,  -1.285171e-02,   6.646388e-02
   1.315000e+00,  -1.309298e-02,   6.660342e-02
   1.317500e+00,  -1.333333e-02,   6.674242e-02
   1.320000e+00,  -1.361059e-02,   6.691871e-02
   1.322500e+00,  -1.388679e-02,   6.709434e-02
   1.325000e+00,  -1.416196e-02,   6.726930e-02
   1.327500e+00,  -1.443609e-02,   6.744361e-02
   1.330000e+00,  -1.467167e-02,   6.757974e-02
   1.332500e+00,  -1.494382e-02,   6.775281e-02
   1.335000e+00,  -1.521495e-02,   6.792523e-02
   1.337500e+00,  -1.548507e-02,   6.809701e-02
   1.340000e+00,  -1.575419e-02,   6.826816e-02
   1.342500e+00,  -1.602230e-02,   6.843866e-02
   1.345000e+00,  -1.632653e-02,   6.864564e-02
   1.347500e+00,  -1.659259e-02,   6.881481e-02
   1.350000e+00,  -1.685767e-02,   6.898336e-02
   1.352500e+00,  -1.715867e-02,   6.918819e-02
   1.355000e+00,  -1.745856e-02,   6.939227e-02
   1.357500e+00,  -1.775735e-02,   6.959559e-02
   1.360000e+00,  -1.801835e-02,   6.976147e-02
   1.362500e+00,  -1.824176e-02,   6.989011e-02
   1.365000e+00,  -1.842779e-02,   6.998172e-02
   1.367500e+00,  -1.864964e-02,   7.010949e-02
   1.370000e+00,  -1.883424e-02,   7.020036e-02
   1.372500e+00,  -1.898182e-02,   7.025455e-02
   1.375000e+00,  -1.909256e-02,   7.027223e-02
   1.377500e+00,  -1.920290e-02,   7.028986e-02
   1.380000e+00,  -1.934901e-02,   7.034358e-02
   1.382500e+00,  -1.945848e-02,   7.036101e-02
   1.385000e+00,  -1.953153e-02,   7.034234e-02
   1.387500e+00,  -1.960432e-02,   7.032374e-02
   1.390000e+00,  -1.967684e-02,   7.030521e-02
   1.392500e+00,  -1.971326e-02,   7.025090e-02
   1.395000e+00,  -1.971377e-02,   7.016100e-02
   1.397500e+00,  -1.971429e-02,   7.007143e-02
   1.400000e+00,  -1.975045e-02,   7.001783e-02
   1.402500e+00,  -1.978648e-02,   6.996441e-02
   1.405000e+00,  -1.982238e-02,   6.991119e-02
   1.407500e+00,  -1.985816e-02,   6.985816e-02
   1.410000e+00,  -1.989381e-02,   6.980531e-02
   1.412500e+00,  -1.996466e-02,   6.978799e-02
   1.415000e+00,  -2.003527e-02,   6.977072e-02
   1.417500e+00,  -2.007042e-02,   6.971831e-02
   1.420000e+00,  -2.014060e-02,   6.970123e-02
   1.422500e+00,  -2.021053e-02,   6.968421e-02
   1.425000e+00,  -2.028021e-02,   6.966725e-02
   1.427500e+00,  -2.038462e-02,   6.968531e-02
   1.430000e+00,  -2.045375e-02,   6.966841e-02
   1.432500e+00,  -2.055749e-02,   6.968641e-02
   1.435000e+00,  -2.069565e-02,   6.973913e-02
   1.437500e+00,  -2.079861e-02,   6.975694e-02
   1.440000e+00,  -2.086655e-02,   6.974003e-02
   1.442500e+00,  -2.089965e-02,   6.968858e-02
   1.445000e+00,  -2.093264e-02,   6.963731e-02
   1.447500e+00,  -2.096552e-02,   6.958621e-02
   1.450000e+00,  -2.099828e-02,   6.953528e-02
   1.452500e+00,  -2.103093e-02,   6.948454e-02
   1.455000e+00,  -2.106346e-02,   6.943396e-02
   1.457500e+00,  -2.109589e-02,   6.938356e-02
   1.460000e+00,  -2.109402e-02,   6.929915e-02
   1.462500e+00,  -2.109215e-02,   6.921502e-02
   1.465000e+00,  -2.112436e-02,   6.916525e-02
   1.467500e+00,  -2.115646e-02,   6.911565e-02
   1.470000e+00,  -2.115450e-02,   6.903226e-02
   1.472500e+00,  -2.111864e-02,   6.891525e-02
   1.475000e+00,  -2.111675e-02,   6.883249e-02
   1.477500e+00,  -2.114865e-02,   6.878378e-02
   1.480000e+00,  -2.118044e-02,   6.873524e-02
   1.482500e+00,  -2.124579e-02,   6.872054e-02
   1.485000e+00,  -2.127731e-02,   6.867227e-02
   1.487500e+00,  -2.130872e-02,   6.862416e-02
   1.490000e+00,  -2.130653e-02,   6.854271e-02
   1.492500e+00,  -2.127090e-02,   6.842809e-02
   1.495000e+00,  -2.126878e-02,   6.834725e-02
   1.497500e+00,  -2.123333e-02,   6.823333e-02
   1.500000e+00,  -2.119800e-02,   6.811980e-02
   1.502500e+00,  -2.119601e-02,   6.803987e-02
   1.505000e+00,  -2.119403e-02,   6.796020e-02
   1.507500e+00,  -2.122517e-02,   6.791391e-02
   1.510000e+00,  -2.125620e-02,   6.786777e-02
   1.512500e+00,  -2.128713e-02,   6.782178e-02
   1.515000e+00,  -2.128501e-02,   6.774300e-02
   1.517500e+00,  -2.128289e-02,   6.766447e-02
   1.520000e+00,  -2.131363e-02,   6.761905e-02
   1.522500e+00,  -2.134426e-02,   6.757377e-02
   1.525000e+00,  -2.134206e-02,   6.749591e-02
   1.527500e+00,  -2.130719e-02,   6.738562e-02
   1.530000e+00,  -2.123980e-02,   6.730832e-02
   1.532500e+00,  -2.117264e-02,   6.723127e-02
   1.535000e+00,  -2.110569e-02,   6.715447e-02
   1.537500e+00,  -2.100649e-02,   6.711039e-02
   1.540000e+00,  -2.090762e-02,   6.706645e-02
   1.542500e+00,  -2.084142e-02,   6.699029e-02
   1.545000e+00,  -2.080775e-02,   6.688207e-02
   1.547500e+00,  -2.080645e-02,   6.680645e-02
   1.550000e+00,  -2.080515e-02,   6.673108e-02
   1.552500e+00,  -2.077170e-02,   6.662379e-02
   1.555000e+00,  -2.077047e-02,   6.654896e-02
   1.557500e+00,  -2.080128e-02,   6.650641e-02
   1.560000e+00,  -2.086400e-02,   6.649600e-02
   1.562500e+00,  -2.092652e-02,   6.648562e-02
   1.565000e+00,  -2.098884e-02,   6.647528e-02
   1.567500e+00,  -2.101911e-02,   6.643312e-02
   1.570000e+00,  -2.108108e-02,   6.642289e-02
   1.572500e+00,  -2.117460e-02,   6.644444e-02
   1.575000e+00,  -2.126783e-02,   6.646593e-02
   1.577500e+00,  -2.132911e-02,   6.645570e-02
   1.580000e+00,  -2.142180e-02,   6.647709e-02
   1.582500e+00,  -2.148265e-02,   6.646688e-02
   1.585000e+00,  -2.154331e-02,   6.645669e-02
   1.587500e+00,  -2.157233e-02,   6.641509e-02
   1.590000e+00,  -2.160126e-02,   6.637363e-02
   1.592500e+00,  -2.159875e-02,   6.630094e-02
   1.595000e+00,  -2.156495e-02,   6.619718e-02
   1.597500e+00,  -2.150000e-02,   6.612500e-02
   1.600000e+00,  -2.146646e-02,   6.602184e-02
   1.602500e+00,  -2.140187e-02,   6.595016e-02
   1.605000e+00,  -2.136858e-02,   6.584759e-02
   1.607500e+00,  -2.136646e-02,   6.577640e-02
   1.610000e+00,  -2.139535e-02,   6.573643e-02
   1.612500e+00,  -2.145511e-02,   6.572755e-02
   1.615000e+00,  -2.151468e-02,   6.571870e-02
   1.617500e+00,  -2.160494e-02,   6.574074e-02
   1.620000e+00,  -2.166410e-02,   6.573190e-02
   1.622500e+00,  -2.172308e-02,   6.572308e-02
   1.625000e+00,  -2.175115e-02,   6.568356e-02
   1.627500e+00,  -2.180982e-02,   6.567485e-02
   1.630000e+00,  -2.186830e-02,   6.566616e-02
   1.632500e+00,  -2.195719e-02,   6.568807e-02
   1.635000e+00,  -2.204580e-02,   6.570992e-02
   1.637500e+00,  -2.213415e-02,   6.573171e-02
   1.640000e+00,  -2.222222e-02,   6.575342e-02
   1.642500e+00,  -2.231003e-02,   6.577508e-02
   1.645000e+00,  -2.239757e-02,   6.579666e-02
   1.647500e+00,  -2.251515e-02,   6.584848e-02
   1.650000e+00,  -2.263238e-02,   6.590015e-02
   1.652500e+00,  -2.274924e-02,   6.595166e-02
   1.655000e+00,  -2.283560e-02,   6.597285e-02
   1.657500e+00,  -2.292169e-02,   6.599398e-02
   1.660000e+00,  -2.303759e-02,   6.604511e-02
   1.662500e+00,  -2.315315e-02,   6.609610e-02
   1.665000e+00,  -2.329835e-02,   6.617691e-02
   1.667500e+00,  -2.347305e-02,   6.628743e-02
   1.670000e+00,  -2.361734e-02,   6.636771e-02
   1.672500e+00,  -2.373134e-02,   6.641791e-02
   1.675000e+00,  -2.387481e-02,   6.649776e-02
   1.677500e+00,  -2.404762e-02,   6.660714e-02
   1.680000e+00,  -2.421991e-02,   6.671620e-02
   1.682500e+00,  -2.439169e-02,   6.682493e-02
   1.685000e+00,  -2.459259e-02,   6.696296e-02
   1.687500e+00,  -2.482249e-02,   6.713018e-02
   1.690000e+00,  -2.508124e-02,   6.732644e-02
   1.692500e+00,  -2.533923e-02,   6.752212e-02
   1.695000e+00,  -2.559647e-02,   6.771723e-02
   1.697500e+00,  -2.585294e-02,   6.791176e-02
   1.700000e+00,  -2.607930e-02,   6.807636e-02
   1.702500e+00,  -2.630499e-02,   6.824047e-02
   1.705000e+00,  -2.653001e-02,   6.840410e-02
   1.707500e+00,  -2.672515e-02,   6.853801e-02
   1.710000e+00,  -2.689051e-02,   6.864234e-02
   1.712500e+00,  -2.708455e-02,   6.877551e-02
   1.715000e+00,  -2.727802e-02,   6.890830e-02
   1.717500e+00,  -2.747093e-02,   6.904070e-02
   1.720000e+00,  -2.763425e-02,   6.914369e-02
   1.722500e+00,  -2.779710e-02,   6.924638e-02
   1.725000e+00,  -2.795948e-02,   6.934877e-02
   1.727500e+00,  -2.809249e-02,   6.942197e-02
   1.730000e+00,  -2.825397e-02,   6.952381e-02
   1.732500e+00,  -2.844380e-02,   6.965418e-02
   1.735000e+00,  -2.863309e-02,   6.978417e-02
   1.737500e+00,  -2.882184e-02,   6.991379e-02
   1.740000e+00,  -2.903874e-02,   7.007174e-02
   1.742500e+00,  -2.928367e-02,   7.025788e-02
   1.745000e+00,  -2.955651e-02,   7.047210e-02
   1.747500e+00,  -2.980000e-02,   7.065714e-02
   1.750000e+00,  -3.001427e-02,   7.081312e-02
   1.752500e+00,  -3.022792e-02,   7.096866e-02
   1.755000e+00,  -3.041252e-02,   7.109531e-02
   1.757500e+00,  -3.059659e-02,   7.122159e-02
   1.760000e+00,  -3.078014e-02,   7.134752e-02
   1.762500e+00,  -3.096317e-02,   7.147309e-02
   1.765000e+00,  -3.114569e-02,   7.159830e-02
   1.767500e+00,  -3.135593e-02,   7.175141e-02
   1.770000e+00,  -3.156559e-02,   7.190409e-02
   1.772500e+00,  -3.177465e-02,   7.205634e-02
   1.775000e+00,  -3.195499e-02,   7.218003e-02
   1.777500e+00,  -3.216292e-02,   7.233146e-02
   1.780000e+00,  -3.234222e-02,   7.245442e-02
   1.782500e+00,  -3.254902e-02,   7.260504e-02
   1.785000e+00,  -3.275524e-02,   7.275524e-02
   1.787500e+00,  -3.293296e-02,   7.287709e-02
   1.790000e+00,  -3.311018e-02,   7.299861e-02
   1.792500e+00,  -3.328691e-02,   7.311978e-02
   1.795000e+00,  -3.349096e-02,   7.326843e-02
   1.797500e+00,  -3.369444e-02,   7.341667e-02
   1.800000e+00,  -3.392510e-02,   7.359223e-02
   1.802500e+00,  -3.418283e-02,   7.379501e-02
   1.805000e+00,  -3.446750e-02,   7.402490e-02
   1.807500e+00,  -3.475138e-02,   7.425414e-02
   1.810000e+00,  -3.506207e-02,   7.451034e-02
   1.812500e+00,  -3.539945e-02,   7.479339e-02
   1.815000e+00,  -3.573590e-02,   7.507565e-02
   1.817500e+00,  -3.607143e-02,   7.535714e-02
   1.820000e+00,  -3.637860e-02,   7.561043e-02
   1.822500e+00,  -3.671233e-02,   7.589041e-02
   1.825000e+00,  -3.701778e-02,   7.614227e-02
   1.827500e+00,  -3.734973e-02,   7.642077e-02
   1.830000e+00,  -3.765348e-02,   7.667121e-02
   1.832500e+00,  -3.798365e-02,   7.694823e-02
   1.835000e+00,  -3.834014e-02,   7.725170e-02
   1.837500e+00,  -3.869565e-02,   7.755435e-02
   1.840000e+00,  -3.907734e-02,   7.788331e-02
   1.842500e+00,  -3.943089e-02,   7.818428e-02
   1.845000e+00,  -3.981055e-02,   7.851150e-02
   1.847500e+00,  -4.016216e-02,   7.881081e-02
   1.850000e+00,  -4.048583e-02,   7.908232e-02
   1.852500e+00,  -4.078167e-02,   7.932615e-02
   1.855000e+00,  -4.107672e-02,   7.956931e-02
   1.857500e+00,  -4.137097e-02,   7.981183e-02
   1.860000e+00,  -4.166443e-02,   8.005369e-02
   1.862500e+00,  -4.198391e-02,   8.032172e-02
   1.865000e+00,  -4.230254e-02,   8.058902e-02
   1.867500e+00,  -4.262032e-02,   8.085561e-02
   1.870000e+00,  -4.293725e-02,   8.112150e-02
   1.872500e+00,  -4.328000e-02,   8.141333e-02
   1.875000e+00,  -4.359521e-02,   8.167776e-02
   1.877500e+00,  -4.393617e-02,   8.196809e-02
   1.880000e+00,  -4.427623e-02,   8.225764e-02
   1.882500e+00,  -4.458886e-02,   8.251989e-02
   1.885000e+00,  -4.492715e-02,   8.280795e-02
   1.887500e+00,  -4.523810e-02,   8.306878e-02
   1.890000e+00,  -4.552180e-02,   8.330251e-02
   1.892500e+00,  -4.583113e-02,   8.356201e-02
   1.895000e+00,  -4.613966e-02,   8.382082e-02
   1.897500e+00,  -4.644737e-02,   8.407895e-02
   1.900000e+00,  -4.672799e-02,   8.431012e-02
   1.902500e+00,  -4.698163e-02,   8.451444e-02
   1.905000e+00,  -4.723460e-02,   8.471822e-02
   1.907500e+00,  -4.748691e-02,   8.492147e-02
   1.910000e+00,  -4.773856e-02,   8.512418e-02
   1.912500e+00,  -4.796345e-02,   8.530026e-02
   1.915000e+00,  -4.818774e-02,   8.547588e-02
   1.917500e+00,  -4.841146e-02,   8.565104e-02
   1.920000e+00,  -4.860858e-02,   8.579974e-02
   1.922500e+00,  -4.877922e-02,   8.592208e-02
   1.925000e+00,  -4.892348e-02,   8.601816e-02
   1.927500e+00,  -4.906736e-02,   8.611399e-02
   1.930000e+00,  -4.921087e-02,   8.620957e-02
   1.932500e+00,  -4.935401e-02,   8.630491e-02
   1.935000e+00,  -4.952258e-02,   8.642581e-02
   1.937500e+00,  -4.969072e-02,   8.654639e-02
   1.940000e+00,  -4.988417e-02,   8.669241e-02
   1.942500e+00,  -5.010283e-02,   8.686375e-02
   1.945000e+00,  -5.032092e-02,   8.703466e-02
   1.947500e+00,  -5.053846e-02,   8.720513e-02
   1.950000e+00,  -5.078105e-02,   8.740077e-02
   1.952500e+00,  -5.104859e-02,   8.762148e-02
   1.955000e+00,  -5.134100e-02,   8.786718e-02
   1.957500e+00,  -5.163265e-02,   8.811224e-02
   1.960000e+00,  -5.192357e-02,   8.835669e-02
   1.962500e+00,  -5.223919e-02,   8.862595e-02
   1.965000e+00,  -5.252859e-02,   8.886912e-02
   1.967500e+00,  -5.279188e-02,   8.908629e-02
   1.970000e+00,  -5.305450e-02,   8.930292e-02
   1.972500e+00,  -5.334177e-02,   8.954430e-02
   1.975000e+00,  -5.362832e-02,   8.978508e-02
   1.977500e+00,  -5.391414e-02,   9.002525e-02
   1.980000e+00,  -5.419924e-02,   9.026482e-02
   1.982500e+00,  -5.448363e-02,   9.050378e-02
   1.985000e+00,  -5.474214e-02,   9.071698e-02
   1.987500e+00,  -5.500000e-02,   9.092965e-02
   1.990000e+00,  -5.525721e-02,   9.114178e-02
   1.992500e+00,  -5.553885e-02,   9.137845e-02
   1.995000e+00,  -5.579474e-02,   9.158949e-02
   1.997500e+00,  -5.605000e-02,   9.180000e-02
   2.000000e+00,  -5.630462e-02,   9.200999e-02
   2.002500e+00,  -5.655860e-02,   9.221945e-02
   2.005000e+00,  -5.678705e-02,   9.240349e-02
   2.007500e+00,  -5.701493e-02,   9.258706e-02
   2.010000e+00,  -5.724224e-02,   9.277019e-02
   2.012500e+00,  -5.744417e-02,   9.292804e-02
   2.015000e+00,  -5.767038e-02,   9.311029e-02
   2.017500e+00,  -5.792079e-02,   9.331683e-02
   2.020000e+00,  -5.817058e-02,   9.352287e-02
   2.022500e+00,  -5.839506e-02,   9.370370e-02
   2.025000e+00,  -5.859433e-02,   9.385943e-02
   2.027500e+00,  -5.876847e-02,   9.399015e-02
   2.030000e+00,  -5.896679e-02,   9.414514e-02
   2.032500e+00,  -5.916462e-02,   9.429975e-02
   2.035000e+00,  -5.933742e-02,   9.442945e-02
   2.037500e+00,  -5.948529e-02,   9.453431e-02
   2.040000e+00,  -5.963280e-02,   9.463892e-02
   2.042500e+00,  -5.977995e-02,   9.474328e-02
   2.045000e+00,  -5.995116e-02,   9.487179e-02
   2.047500e+00,  -6.009756e-02,   9.497561e-02
   2.050000e+00,  -6.021924e-02,   9.505481e-02
   2.052500e+00,  -6.031630e-02,   9.510949e-02
   2.055000e+00,  -6.038882e-02,   9.513973e-02
   2.057500e+00,  -6.043689e-02,   9.514563e-02
   2.060000e+00,  -6.050909e-02,   9.517576e-02
   2.062500e+00,  -6.055690e-02,   9.518160e-02
   2.065000e+00,  -6.062878e-02,   9.521161e-02
   2.067500e+00,  -6.067633e-02,   9.521739e-02
   2.070000e+00,  -6.072376e-02,   9.522316e-02
   2.072500e+00,  -6.079518e-02,   9.525301e-02
   2.075000e+00,  -6.086643e-02,   9.528279e-02
   2.077500e+00,  -6.096154e-02,   9.533654e-02
   2.080000e+00,  -6.103241e-02,   9.536615e-02
   2.082500e+00,  -6.107914e-02,   9.537170e-02
   2.085000e+00,  -6.112575e-02,   9.537725e-02
   2.087500e+00,  -6.114833e-02,   9.535885e-02
   2.090000e+00,  -6.114695e-02,   9.531661e-02
   2.092500e+00,  -6.112172e-02,   9.525060e-02
   2.095000e+00,  -6.107271e-02,   9.516091e-02
   2.097500e+00,  -6.102381e-02,   9.507143e-02
   2.100000e+00,  -6.095125e-02,   9.495838e-02
   2.102500e+00,  -6.085511e-02,   9.486936e-02
   2.105000e+00,  -6.078292e-02,   9.475682e-02
   2.107500e+00,  -6.071090e-02,   9.464455e-02
   2.110000e+00,  -6.061538e-02,   9.455621e-02
   2.112500e+00,  -6.052009e-02,   9.446809e-02
   2.115000e+00,  -6.044864e-02,   9.435655e-02
   2.117500e+00,  -6.040094e-02,   9.426887e-02
   2.120000e+00,  -6.035336e-02,   9.418139e-02
   2.122500e+00,  -6.028235e-02,   9.407059e-02
   2.125000e+00,  -6.023502e-02,   9.398355e-02
   2.127500e+00,  -6.018779e-02,   9.389671e-02
   2.130000e+00,  -6.014068e-02,   9.381008e-02
   2.132500e+00,  -6.007026e-02,   9.370023e-02
   2.135000e+00,  -6.002339e-02,   9.361404e-02
   2.137500e+00,  -5.997664e-02,   9.352804e-02
   2.140000e+00,  -5.992999e-02,   9.344224e-02
   2.142500e+00,  -5.988345e-02,   9.335664e-02
   2.145000e+00,  -5.983702e-02,   9.327125e-02
   2.147500e+00,  -5.981395e-02,   9.320930e-02
   2.150000e+00,  -5.979094e-02,   9.314750e-02
   2.152500e+00,  -5.979118e-02,   9.310905e-02
   2.155000e+00,  -5.979143e-02,   9.307068e-02
   2.157500e+00,  -5.979167e-02,   9.303241e-02
   2.160000e+00,  -5.979191e-02,   9.299422e-02
   2.162500e+00,  -5.976905e-02,   9.293303e-02
   2.165000e+00,  -5.972318e-02,   9.284890e-02
   2.167500e+00,  -5.970046e-02,   9.278802e-02
   2.170000e+00,  -5.965478e-02,   9.270426e-02
   2.172500e+00,  -5.963218e-02,   9.264368e-02
   2.175000e+00,  -5.958668e-02,   9.256028e-02
   2.177500e+00,  -5.956422e-02,   9.250000e-02
   2.180000e+00,  -5.954181e-02,   9.243986e-02
   2.182500e+00,  -5.951945e-02,   9.237986e-02
   2.185000e+00,  -5.952000e-02,   9.234286e-02
   2.187500e+00,  -5.952055e-02,   9.230594e-02
   2.190000e+00,  -5.949829e-02,   9.224629e-02
   2.192500e+00,  -5.947608e-02,   9.218679e-02
   2.195000e+00,  -5.945392e-02,   9.212742e-02
   2.197500e+00,  -5.940909e-02,   9.204545e-02
   2.200000e+00,  -5.936436e-02,   9.196368e-02
   2.202500e+00,  -5.931973e-02,   9.188209e-02
   2.205000e+00,  -5.927520e-02,   9.180068e-02
   2.207500e+00,  -5.925339e-02,   9.174208e-02
   2.210000e+00,  -5.925424e-02,   9.170621e-02
   2.212500e+00,  -5.925508e-02,   9.167043e-02
   2.215000e+00,  -5.925592e-02,   9.163472e-02
   2.217500e+00,  -5.923423e-02,   9.157658e-02
   2.220000e+00,  -5.919010e-02,   9.149606e-02
   2.222500e+00,  -5.916854e-02,   9.143820e-02
   2.225000e+00,  -5.914703e-02,   9.138047e-02
   2.227500e+00,  -5.914798e-02,   9.134529e-02
   2.230000e+00,  -5.914894e-02,   9.131019e-02
   2.232500e+00,  -5.914989e-02,   9.127517e-02
   2.235000e+00,  -5.912849e-02,   9.121788e-02
   2.237500e+00,  -5.912946e-02,   9.118304e-02
   2.240000e+00,  -5.910814e-02,   9.112598e-02
   2.242500e+00,  -5.908686e-02,   9.106904e-02
   2.245000e+00,  -5.904338e-02,   9.098999e-02
   2.247500e+00,  -5.902222e-02,   9.093333e-02
   2.250000e+00,  -5.902331e-02,   9.089900e-02
   2.252500e+00,  -5.904656e-02,   9.088692e-02
   2.255000e+00,  -5.909192e-02,   9.089701e-02
   2.257500e+00,  -5.913717e-02,   9.090708e-02
   2.260000e+00,  -5.920442e-02,   9.093923e-02
   2.262500e+00,  -5.927152e-02,   9.097130e-02
   2.265000e+00,  -5.936053e-02,   9.102536e-02
   2.267500e+00,  -5.947137e-02,   9.110132e-02
   2.270000e+00,  -5.958196e-02,   9.117712e-02
   2.272500e+00,  -5.969231e-02,   9.125275e-02
   2.275000e+00,  -5.980241e-02,   9.132821e-02
   2.277500e+00,  -5.989035e-02,   9.138158e-02
   2.280000e+00,  -5.995619e-02,   9.141292e-02
   2.282500e+00,  -6.002188e-02,   9.144420e-02
   2.285000e+00,  -6.006557e-02,   9.145355e-02
   2.287500e+00,  -6.010917e-02,   9.146288e-02
   2.290000e+00,  -6.013086e-02,   9.145038e-02
   2.292500e+00,  -6.013072e-02,   9.141612e-02
   2.295000e+00,  -6.013058e-02,   9.138194e-02
   2.297500e+00,  -6.015217e-02,   9.136957e-02
   2.300000e+00,  -6.019544e-02,   9.137894e-02
   2.302500e+00,  -6.023861e-02,   9.138829e-02
   2.305000e+00,  -6.028169e-02,   9.139762e-02
   2.307500e+00,  -6.030303e-02,   9.138528e-02
   2.310000e+00,  -6.030270e-02,   9.135135e-02
   2.312500e+00,  -6.028078e-02,   9.129590e-02
   2.315000e+00,  -6.028047e-02,   9.126214e-02
   2.317500e+00,  -6.028017e-02,   9.122845e-02
   2.320000e+00,  -6.025834e-02,   9.117330e-02
   2.322500e+00,  -6.021505e-02,   9.109677e-02
   2.325000e+00,  -6.019334e-02,   9.104189e-02
   2.327500e+00,  -6.017167e-02,   9.098712e-02
   2.330000e+00,  -6.015005e-02,   9.093248e-02
   2.332500e+00,  -6.014989e-02,   9.089936e-02
   2.335000e+00,  -6.014973e-02,   9.086631e-02
   2.337500e+00,  -6.014957e-02,   9.083333e-02
   2.340000e+00,  -6.017076e-02,   9.082177e-02
   2.342500e+00,  -6.021322e-02,   9.083156e-02
   2.345000e+00,  -6.025559e-02,   9.084132e-02
