x[μm], y[μm], z[μm], t[μm]
   2.000000e+01,   0.000000e+00,   2.000000e+01,   0.000000e+00
   2.000000e+01,   0.000000e+00,   2.000000e+01,   0.000000e+00
   2.000508e+01,   3.124510e-01,   1.999925e+01,   1.250000e-02
   2.002031e+01,   6.246081e-01,   1.999699e+01,   2.500000e-02
   2.004568e+01,   9.361777e-01,   1.999324e+01,   3.750000e-02
   2.008117e+01,   1.246866e+00,   1.998797e+01,   5.000000e-02
   2.012674e+01,   1.556382e+00,   1.998121e+01,   6.250000e-02
   2.018237e+01,   1.864433e+00,   1.997295e+01,   7.500000e-02
   2.024800e+01,   2.170729e+00,   1.996318e+01,   8.750000e-02
   2.032359e+01,   2.474982e+00,   1.995191e+01,   1.000000e-01
   2.040906e+01,   2.776904e+00,   1.993915e+01,   1.125000e-01
   2.050434e+01,   3.076209e+00,   1.992488e+01,   1.250000e-01
   2.060936e+01,   3.372616e+00,   1.990912e+01,   1.375000e-01
   2.072403e+01,   3.665843e+00,   1.989186e+01,   1.500000e-01
   2.084825e+01,   3.955613e+00,   1.987310e+01,   1.625000e-01
   2.098192e+01,   4.241650e+00,   1.985286e+01,   1.750000e-01
   2.112493e+01,   4.523683e+00,   1.983111e+01,   1.875000e-01
   2.127716e+01,   4.801442e+00,   1.980788e+01,   2.000000e-01
   2.143848e+01,   5.074663e+00,   1.978316e+01,   2.125000e-01
   2.160876e+01,   5.343084e+00,   1.975696e+01,   2.250000e-01
   2.178785e+01,   5.606448e+00,   1.972926e+01,   2.375000e-01
   2.197561e+01,   5.864501e+00,   1.970009e+01,   2.500000e-01
   2.217188e+01,   6.116996e+00,   1.966943e+01,   2.625000e-01
   2.237650e+01,   6.363687e+00,   1.963730e+01,   2.750000e-01
   2.258929e+01,   6.604335e+00,   1.960369e+01,   2.875000e-01
   2.281007e+01,   6.838706e+00,   1.956860e+01,   3.000000e-01
   2.303868e+01,   7.066571e+00,   1.953205e+01,   3.125000e-01
   2.327490e+01,   7.287706e+00,   1.949403e+01,   3.250000e-01
   2.351856e+01,   7.501893e+00,   1.945454e+01,   3.375000e-01
   2.376943e+01,   7.708919e+00,   1.941359e+01,   3.500000e-01
   2.402732e+01,   7.908577e+00,   1.937118e+01,   3.625000e-01
   2.429201e+01,   8.100669e+00,   1.932731e+01,   3.750000e-01
   2.456327e+01,   8.284999e+00,   1.928199e+01,   3.875000e-01
   2.484089e+01,   8.461379e+00,   1.923523e+01,   4.000000e-01
   2.512463e+01,   8.629629e+00,   1.918701e+01,   4.125000e-01
   2.541425e+01,   8.789575e+00,   1.913736e+01,   4.250000e-01
