x[μm], y[μm], z[μm], t[μm]
   2.000000e+01,   0.000000e+00,   2.000000e+01,   0.000000e+00
   2.000000e+01,   0.000000e+00,   2.000000e+01,   0.000000e+00
   2.000127e+01,   1.562439e-01,   1.999981e+01,   6.250000e-03
   2.000508e+01,   3.124510e-01,   1.999925e+01,   1.250000e-02
   2.001143e+01,   4.685847e-01,   1.999831e+01,   1.875000e-02
   2.002031e+01,   6.246081e-01,   1.999699e+01,   2.500000e-02
   2.003173e+01,   7.804847e-01,   1.999530e+01,   3.125000e-02
   2.004568e+01,   9.361777e-01,   1.999324e+01,   3.750000e-02
   2.006216e+01,   1.091650e+00,   1.999079e+01,   4.375000e-02
   2.008117e+01,   1.246866e+00,   1.998797e+01,   5.000000e-02
   2.010270e+01,   1.401789e+00,   1.998478e+01,   5.625000e-02
   2.012674e+01,   1.556382e+00,   1.998121e+01,   6.250000e-02
   2.015330e+01,   1.710609e+00,   1.997727e+01,   6.875000e-02
   2.018237e+01,   1.864433e+00,   1.997295e+01,   7.500000e-02
   2.021394e+01,   2.017819e+00,   1.996825e+01,   8.125000e-02
   2.024800e+01,   2.170729e+00,   1.996318e+01,   8.750000e-02
   2.028456e+01,   2.323129e+00,   1.995773e+01,   9.375000e-02
   2.032359e+01,   2.474982e+00,   1.995191e+01,   1.000000e-01
   2.036509e+01,   2.626252e+00,   1.994572e+01,   1.062500e-01
   2.040906e+01,   2.776904e+00,   1.993915e+01,   1.125000e-01
   2.045548e+01,   2.926901e+00,   1.993220e+01,   1.187500e-01
   2.050434e+01,   3.076209e+00,   1.992488e+01,   1.250000e-01
   2.055564e+01,   3.224793e+00,   1.991719e+01,   1.312500e-01
   2.060936e+01,   3.372616e+00,   1.990912e+01,   1.375000e-01
   2.066549e+01,   3.519645e+00,   1.990068e+01,   1.437500e-01
   2.072403e+01,   3.665843e+00,   1.989186e+01,   1.500000e-01
   2.078495e+01,   3.811178e+00,   1.988267e+01,   1.562500e-01
   2.084825e+01,   3.955613e+00,   1.987310e+01,   1.625000e-01
   2.091391e+01,   4.099115e+00,   1.986317e+01,   1.687500e-01
   2.098192e+01,   4.241650e+00,   1.985286e+01,   1.750000e-01
   2.105227e+01,   4.383184e+00,   1.984217e+01,   1.812500e-01
   2.112493e+01,   4.523683e+00,   1.983111e+01,   1.875000e-01
   2.119990e+01,   4.663113e+00,   1.981969e+01,   1.937500e-01
   2.127716e+01,   4.801442e+00,   1.980788e+01,   2.000000e-01
   2.135669e+01,   4.938636e+00,   1.979571e+01,   2.062500e-01
   2.143848e+01,   5.074663e+00,   1.978316e+01,   2.125000e-01
