x1[μm], y1[μm], z1[μm], v_x1[μm/μs], v_y1[μm/μs], v_y1[μm/μs],x2[μm], y2[μm], z2[μm], v_x2[μm/μs], v_y2[μm/μs], v_y2[μm/μs], t[μs]
   2.000000e+01,   0.000000e+00,   2.000000e+01,   0.000000e+00,   2.500000e+01,   0.000000e+00,   2.500000e+01,   2.500000e+01,   0.000000e+00,   0.000000e+00,   4.000000e+01,   5.000000e+00,   0.000000e+00
   2.000032e+01,   7.812392e-02,   1.999995e+01,   2.031006e-01,   2.499907e+01,  -2.990701e-02,   2.500050e+01,   2.512503e+01,   1.562474e-02,   3.198755e-01,   4.001783e+01,   4.999829e+00,   3.125000e-03
   2.000127e+01,   1.562426e-01,   1.999981e+01,   4.061892e-01,   2.499666e+01,  -5.981440e-02,   2.500200e+01,   2.525011e+01,   3.124891e-02,   6.398772e-01,   4.003335e+01,   4.999635e+00,   6.250000e-03
   2.000286e+01,   2.343515e-01,   1.999958e+01,   6.092553e-01,   2.499279e+01,  -8.972202e-02,   2.500450e+01,   2.537523e+01,   4.687244e-02,   9.599884e-01,   4.004656e+01,   4.999419e+00,   9.375000e-03
   2.000508e+01,   3.124461e-01,   1.999925e+01,   8.122882e-01,   2.498745e+01,  -1.196297e-01,   2.500800e+01,   2.550040e+01,   6.249525e-02,   1.280192e+00,   4.005745e+01,   4.999179e+00,   1.250000e-02
   2.000793e+01,   3.905216e-01,   1.999883e+01,   1.015277e+00,   2.498064e+01,  -1.495374e-01,   2.501250e+01,   2.562559e+01,   7.811728e-02,   1.600472e+00,   4.006603e+01,   4.998916e+00,   1.562500e-02
   2.001142e+01,   4.685735e-01,   1.999832e+01,   1.218212e+00,   2.497236e+01,  -1.794449e-01,   2.501800e+01,   2.575081e+01,   9.373845e-02,   1.920812e+00,   4.007229e+01,   4.998630e+00,   1.875000e-02
   2.001555e+01,   5.465973e-01,   1.999771e+01,   1.421082e+00,   2.496262e+01,  -2.093520e-01,   2.502451e+01,   2.587604e+01,   1.093587e-01,   2.241195e+00,   4.007623e+01,   4.998322e+00,   2.187500e-02
   2.002030e+01,   6.245883e-01,   1.999701e+01,   1.623877e+00,   2.495140e+01,  -2.392587e-01,   2.503201e+01,   2.600128e+01,   1.249779e-01,   2.561603e+00,   4.007785e+01,   4.997990e+00,   2.500000e-02
   2.002570e+01,   7.025420e-01,   1.999621e+01,   1.826586e+00,   2.493872e+01,  -2.691648e-01,   2.504052e+01,   2.612652e+01,   1.405961e-01,   2.882021e+00,   4.007716e+01,   4.997636e+00,   2.812500e-02
   2.003172e+01,   7.804538e-01,   1.999533e+01,   2.029198e+00,   2.492457e+01,  -2.990701e-01,   2.505002e+01,   2.625176e+01,   1.562131e-01,   3.202432e+00,   4.007416e+01,   4.997258e+00,   3.125000e-02
   2.003838e+01,   8.583191e-01,   1.999435e+01,   2.231702e+00,   2.490896e+01,  -3.289746e-01,   2.506053e+01,   2.637699e+01,   1.718289e-01,   3.522819e+00,   4.006883e+01,   4.996858e+00,   3.437500e-02
   2.004567e+01,   9.361333e-01,   1.999327e+01,   2.434090e+00,   2.489189e+01,  -3.588780e-01,   2.507204e+01,   2.650219e+01,   1.874435e-01,   3.843165e+00,   4.006119e+01,   4.996434e+00,   3.750000e-02
   2.005359e+01,   1.013892e+00,   1.999210e+01,   2.636349e+00,   2.487335e+01,  -3.887802e-01,   2.508455e+01,   2.662737e+01,   2.030566e-01,   4.163454e+00,   4.005123e+01,   4.995988e+00,   4.062500e-02
   2.006215e+01,   1.091590e+00,   1.999084e+01,   2.838469e+00,   2.485334e+01,  -4.186812e-01,   2.509806e+01,   2.675251e+01,   2.186684e-01,   4.483669e+00,   4.003896e+01,   4.995518e+00,   4.375000e-02
   2.007133e+01,   1.169224e+00,   1.998949e+01,   3.040440e+00,   2.483188e+01,  -4.485807e-01,   2.511257e+01,   2.687761e+01,   2.342786e-01,   4.803794e+00,   4.002437e+01,   4.995026e+00,   4.687500e-02
   2.008115e+01,   1.246788e+00,   1.998804e+01,   3.242251e+00,   2.480895e+01,  -4.784786e-01,   2.512809e+01,   2.700266e+01,   2.498873e-01,   5.123811e+00,   4.000747e+01,   4.994511e+00,   5.000000e-02
   2.009160e+01,   1.324278e+00,   1.998650e+01,   3.443892e+00,   2.478457e+01,  -5.083747e-01,   2.514460e+01,   2.712765e+01,   2.654943e-01,   5.443705e+00,   3.998825e+01,   4.993973e+00,   5.312500e-02
   2.010267e+01,   1.401690e+00,   1.998486e+01,   3.645352e+00,   2.475872e+01,  -5.382690e-01,   2.516211e+01,   2.725258e+01,   2.810996e-01,   5.763458e+00,   3.996672e+01,   4.993411e+00,   5.625000e-02
   2.011438e+01,   1.479019e+00,   1.998313e+01,   3.846621e+00,   2.473142e+01,  -5.681613e-01,   2.518062e+01,   2.737744e+01,   2.967031e-01,   6.083053e+00,   3.994288e+01,   4.992827e+00,   5.937500e-02
   2.012671e+01,   1.556260e+00,   1.998131e+01,   4.047688e+00,   2.470267e+01,  -5.980514e-01,   2.520013e+01,   2.750222e+01,   3.123047e-01,   6.402475e+00,   3.991673e+01,   4.992220e+00,   6.250000e-02
   2.013968e+01,   1.633409e+00,   1.997939e+01,   4.248542e+00,   2.467246e+01,  -6.279392e-01,   2.522063e+01,   2.762692e+01,   3.279044e-01,   6.721706e+00,   3.988827e+01,   4.991590e+00,   6.562500e-02
   2.015327e+01,   1.710461e+00,   1.997738e+01,   4.449174e+00,   2.464079e+01,  -6.578246e-01,   2.524214e+01,   2.775152e+01,   3.435021e-01,   7.040731e+00,   3.985750e+01,   4.990937e+00,   6.875000e-02
   2.016748e+01,   1.787412e+00,   1.997528e+01,   4.649573e+00,   2.460768e+01,  -6.877074e-01,   2.526464e+01,   2.787602e+01,   3.590978e-01,   7.359531e+00,   3.982443e+01,   4.990262e+00,   7.187500e-02
   2.018233e+01,   1.864258e+00,   1.997309e+01,   4.849728e+00,   2.457312e+01,  -7.175875e-01,   2.528813e+01,   2.800042e+01,   3.746912e-01,   7.678091e+00,   3.978905e+01,   4.989563e+00,   7.500000e-02
   2.019779e+01,   1.940993e+00,   1.997080e+01,   5.049629e+00,   2.453711e+01,  -7.474647e-01,   2.531263e+01,   2.812470e+01,   3.902825e-01,   7.996395e+00,   3.975137e+01,   4.988841e+00,   7.812500e-02
   2.021389e+01,   2.017613e+00,   1.996841e+01,   5.249265e+00,   2.449966e+01,  -7.773390e-01,   2.533811e+01,   2.824887e+01,   4.058715e-01,   8.314425e+00,   3.971138e+01,   4.988096e+00,   8.125000e-02
   2.023060e+01,   2.094114e+00,   1.996594e+01,   5.448627e+00,   2.446076e+01,  -8.072101e-01,   2.536459e+01,   2.837290e+01,   4.214581e-01,   8.632165e+00,   3.966910e+01,   4.987329e+00,   8.437500e-02
   2.024794e+01,   2.170491e+00,   1.996337e+01,   5.647703e+00,   2.442042e+01,  -8.370779e-01,   2.539206e+01,   2.849679e+01,   4.370423e-01,   8.949598e+00,   3.962453e+01,   4.986538e+00,   8.750000e-02
   2.026590e+01,   2.246740e+00,   1.996071e+01,   5.846484e+00,   2.437864e+01,  -8.669423e-01,   2.542053e+01,   2.862055e+01,   4.526239e-01,   9.266709e+00,   3.957765e+01,   4.985725e+00,   9.062500e-02
   2.028448e+01,   2.322856e+00,   1.995795e+01,   6.044958e+00,   2.433543e+01,  -8.968031e-01,   2.544998e+01,   2.874415e+01,   4.682030e-01,   9.583479e+00,   3.952849e+01,   4.984889e+00,   9.375000e-02
   2.030368e+01,   2.398835e+00,   1.995510e+01,   6.243117e+00,   2.429077e+01,  -9.266602e-01,   2.548042e+01,   2.886760e+01,   4.837794e-01,   9.899894e+00,   3.947704e+01,   4.984029e+00,   9.687500e-02
   2.032350e+01,   2.474672e+00,   1.995216e+01,   6.440948e+00,   2.424469e+01,  -9.565135e-01,   2.551185e+01,   2.899088e+01,   4.993532e-01,   1.021594e+01,   3.942330e+01,   4.983147e+00,   1.000000e-01
   2.034394e+01,   2.550363e+00,   1.994912e+01,   6.638443e+00,   2.419718e+01,  -9.863628e-01,   2.554427e+01,   2.911399e+01,   5.149241e-01,   1.053159e+01,   3.936727e+01,   4.982242e+00,   1.031250e-01
   2.036499e+01,   2.625903e+00,   1.994599e+01,   6.835590e+00,   2.414824e+01,  -1.016208e+00,   2.557767e+01,   2.923692e+01,   5.304922e-01,   1.084684e+01,   3.930897e+01,   4.981314e+00,   1.062500e-01
   2.038666e+01,   2.701288e+00,   1.994277e+01,   7.032380e+00,   2.409787e+01,  -1.046049e+00,   2.561206e+01,   2.935967e+01,   5.460573e-01,   1.116166e+01,   3.924838e+01,   4.980364e+00,   1.093750e-01
   2.040894e+01,   2.776513e+00,   1.993946e+01,   7.228802e+00,   2.404608e+01,  -1.075885e+00,   2.564743e+01,   2.948222e+01,   5.616194e-01,   1.147605e+01,   3.918552e+01,   4.979390e+00,   1.125000e-01
   2.043184e+01,   2.851575e+00,   1.993605e+01,   7.424846e+00,   2.399287e+01,  -1.105717e+00,   2.568379e+01,   2.960458e+01,   5.771784e-01,   1.178998e+01,   3.912039e+01,   4.978393e+00,   1.156250e-01
   2.045535e+01,   2.926467e+00,   1.993255e+01,   7.620502e+00,   2.393825e+01,  -1.135544e+00,   2.572112e+01,   2.972672e+01,   5.927343e-01,   1.210345e+01,   3.905299e+01,   4.977374e+00,   1.187500e-01
   2.047946e+01,   3.001187e+00,   1.992895e+01,   7.815759e+00,   2.388221e+01,  -1.165367e+00,   2.575943e+01,   2.984866e+01,   6.082870e-01,   1.241642e+01,   3.898333e+01,   4.976331e+00,   1.218750e-01
   2.050419e+01,   3.075730e+00,   1.992526e+01,   8.010607e+00,   2.382476e+01,  -1.195184e+00,   2.579872e+01,   2.997037e+01,   6.238364e-01,   1.272889e+01,   3.891140e+01,   4.975266e+00,   1.250000e-01
   2.052953e+01,   3.150090e+00,   1.992148e+01,   8.205037e+00,   2.376590e+01,  -1.224997e+00,   2.583899e+01,   3.009185e+01,   6.393824e-01,   1.304085e+01,   3.883721e+01,   4.974178e+00,   1.281250e-01
   2.055547e+01,   3.224265e+00,   1.991761e+01,   8.399038e+00,   2.370563e+01,  -1.254804e+00,   2.588023e+01,   3.021310e+01,   6.549250e-01,   1.335226e+01,   3.876078e+01,   4.973067e+00,   1.312500e-01
   2.058202e+01,   3.298249e+00,   1.991364e+01,   8.592600e+00,   2.364396e+01,  -1.284605e+00,   2.592244e+01,   3.033410e+01,   6.704640e-01,   1.366312e+01,   3.868209e+01,   4.971933e+00,   1.343750e-01
   2.060918e+01,   3.372038e+00,   1.990958e+01,   8.785713e+00,   2.358090e+01,  -1.314402e+00,   2.596562e+01,   3.045486e+01,   6.859995e-01,   1.397342e+01,   3.860115e+01,   4.970776e+00,   1.375000e-01
   2.063693e+01,   3.445628e+00,   1.990542e+01,   8.978367e+00,   2.351643e+01,  -1.344192e+00,   2.600977e+01,   3.057536e+01,   7.015314e-01,   1.428313e+01,   3.851797e+01,   4.969597e+00,   1.406250e-01
   2.066529e+01,   3.519015e+00,   1.990118e+01,   9.170551e+00,   2.345058e+01,  -1.373977e+00,   2.605489e+01,   3.069559e+01,   7.170595e-01,   1.459224e+01,   3.843256e+01,   4.968394e+00,   1.437500e-01
   2.069425e+01,   3.592193e+00,   1.989684e+01,   9.362256e+00,   2.338333e+01,  -1.403755e+00,   2.610097e+01,   3.081556e+01,   7.325838e-01,   1.490073e+01,   3.834491e+01,   4.967169e+00,   1.468750e-01
   2.072381e+01,   3.665159e+00,   1.989240e+01,   9.553472e+00,   2.331470e+01,  -1.433528e+00,   2.614802e+01,   3.093525e+01,   7.481043e-01,   1.520859e+01,   3.825503e+01,   4.965921e+00,   1.500000e-01
   2.075396e+01,   3.737908e+00,   1.988788e+01,   9.744189e+00,   2.324469e+01,  -1.463294e+00,   2.619603e+01,   3.105465e+01,   7.636208e-01,   1.551580e+01,   3.816293e+01,   4.964650e+00,   1.531250e-01
   2.078471e+01,   3.810437e+00,   1.988326e+01,   9.934397e+00,   2.317330e+01,  -1.493054e+00,   2.624499e+01,   3.117376e+01,   7.791333e-01,   1.582235e+01,   3.806861e+01,   4.963356e+00,   1.562500e-01
   2.081605e+01,   3.882740e+00,   1.987855e+01,   1.012409e+01,   2.310054e+01,  -1.522808e+00,   2.629492e+01,   3.129258e+01,   7.946417e-01,   1.612822e+01,   3.797207e+01,   4.962040e+00,   1.593750e-01
   2.084798e+01,   3.954814e+00,   1.987374e+01,   1.031325e+01,   2.302640e+01,  -1.552554e+00,   2.634579e+01,   3.141109e+01,   8.101460e-01,   1.643338e+01,   3.787332e+01,   4.960700e+00,   1.625000e-01
   2.088051e+01,   4.026654e+00,   1.986884e+01,   1.050187e+01,   2.295090e+01,  -1.582294e+00,   2.639762e+01,   3.152928e+01,   8.256461e-01,   1.673784e+01,   3.777237e+01,   4.959338e+00,   1.656250e-01
   2.091362e+01,   4.098255e+00,   1.986385e+01,   1.068994e+01,   2.287404e+01,  -1.612027e+00,   2.645040e+01,   3.164716e+01,   8.411419e-01,   1.704157e+01,   3.766922e+01,   4.957953e+00,   1.687500e-01
   2.094732e+01,   4.169615e+00,   1.985877e+01,   1.087745e+01,   2.279581e+01,  -1.641753e+00,   2.650413e+01,   3.176471e+01,   8.566333e-01,   1.734455e+01,   3.756388e+01,   4.956545e+00,   1.718750e-01
   2.098160e+01,   4.240728e+00,   1.985359e+01,   1.106440e+01,   2.271623e+01,  -1.671472e+00,   2.655881e+01,   3.188193e+01,   8.721203e-01,   1.764677e+01,   3.745634e+01,   4.955114e+00,   1.750000e-01
   2.101647e+01,   4.311590e+00,   1.984832e+01,   1.125077e+01,   2.263530e+01,  -1.701183e+00,   2.661442e+01,   3.199881e+01,   8.876027e-01,   1.794822e+01,   3.734663e+01,   4.953661e+00,   1.781250e-01
   2.105192e+01,   4.382197e+00,   1.984296e+01,   1.143655e+01,   2.255302e+01,  -1.730887e+00,   2.667098e+01,   3.211535e+01,   9.030806e-01,   1.824888e+01,   3.723473e+01,   4.952185e+00,   1.812500e-01
   2.108795e+01,   4.452545e+00,   1.983750e+01,   1.162173e+01,   2.246940e+01,  -1.760583e+00,   2.672848e+01,   3.223153e+01,   9.185538e-01,   1.854873e+01,   3.712067e+01,   4.950686e+00,   1.843750e-01
   2.112455e+01,   4.522629e+00,   1.983195e+01,   1.180631e+01,   2.238444e+01,  -1.790272e+00,   2.678691e+01,   3.234735e+01,   9.340224e-01,   1.884775e+01,   3.700443e+01,   4.949164e+00,   1.875000e-01
   2.116174e+01,   4.592446e+00,   1.982631e+01,   1.199026e+01,   2.229815e+01,  -1.819952e+00,   2.684628e+01,   3.246280e+01,   9.494861e-01,   1.914594e+01,   3.688604e+01,   4.947619e+00,   1.906250e-01
   2.119949e+01,   4.661992e+00,   1.982058e+01,   1.217360e+01,   2.221053e+01,  -1.849624e+00,   2.690657e+01,   3.257789e+01,   9.649450e-01,   1.944327e+01,   3.676549e+01,   4.946052e+00,   1.937500e-01
   2.123782e+01,   4.731261e+00,   1.981475e+01,   1.235629e+01,   2.212159e+01,  -1.879288e+00,   2.696780e+01,   3.269259e+01,   9.803989e-01,   1.973974e+01,   3.664280e+01,   4.944462e+00,   1.968750e-01
   2.127672e+01,   4.800250e+00,   1.980883e+01,   1.253835e+01,   2.203132e+01,  -1.908944e+00,   2.702995e+01,   3.280690e+01,   9.958478e-01,   2.003531e+01,   3.651796e+01,   4.942849e+00,   2.000000e-01
   2.131618e+01,   4.868955e+00,   1.980282e+01,   1.271974e+01,   2.193974e+01,  -1.938592e+00,   2.709302e+01,   3.292082e+01,   1.011292e+00,   2.032999e+01,   3.639099e+01,   4.941213e+00,   2.031250e-01
   2.135622e+01,   4.937372e+00,   1.979672e+01,   1.290048e+01,   2.184685e+01,  -1.968230e+00,   2.715701e+01,   3.303434e+01,   1.026730e+00,   2.062376e+01,   3.626189e+01,   4.939555e+00,   2.062500e-01
   2.139681e+01,   5.005497e+00,   1.979052e+01,   1.308054e+01,   2.175265e+01,  -1.997860e+00,   2.722191e+01,   3.314746e+01,   1.042164e+00,   2.091659e+01,   3.613067e+01,   4.937874e+00,   2.093750e-01
   2.143797e+01,   5.073325e+00,   1.978423e+01,   1.325991e+01,   2.165715e+01,  -2.027481e+00,   2.728773e+01,   3.326016e+01,   1.057592e+00,   2.120847e+01,   3.599733e+01,   4.936170e+00,   2.125000e-01
   2.147968e+01,   5.140852e+00,   1.977785e+01,   1.343860e+01,   2.156035e+01,  -2.057093e+00,   2.735447e+01,   3.337244e+01,   1.073015e+00,   2.149940e+01,   3.586189e+01,   4.934443e+00,   2.156250e-01
   2.152196e+01,   5.208076e+00,   1.977137e+01,   1.361658e+01,   2.146227e+01,  -2.086696e+00,   2.742210e+01,   3.348429e+01,   1.088432e+00,   2.178935e+01,   3.572434e+01,   4.932694e+00,   2.187500e-01
   2.156479e+01,   5.274990e+00,   1.976481e+01,   1.379385e+01,   2.136290e+01,  -2.116289e+00,   2.749065e+01,   3.359571e+01,   1.103844e+00,   2.207830e+01,   3.558470e+01,   4.930922e+00,   2.218750e-01
   2.160817e+01,   5.341592e+00,   1.975815e+01,   1.397040e+01,   2.126224e+01,  -2.145873e+00,   2.756009e+01,   3.370669e+01,   1.119251e+00,   2.236625e+01,   3.544297e+01,   4.929127e+00,   2.250000e-01
   2.165210e+01,   5.407878e+00,   1.975139e+01,   1.414623e+01,   2.116031e+01,  -2.175447e+00,   2.763044e+01,   3.381723e+01,   1.134651e+00,   2.265318e+01,   3.529917e+01,   4.927310e+00,   2.281250e-01
   2.169658e+01,   5.473843e+00,   1.974455e+01,   1.432131e+01,   2.105712e+01,  -2.205012e+00,   2.770167e+01,   3.392731e+01,   1.150046e+00,   2.293908e+01,   3.515329e+01,   4.925470e+00,   2.312500e-01
   2.174161e+01,   5.539484e+00,   1.973761e+01,   1.449564e+01,   2.095265e+01,  -2.234566e+00,   2.777380e+01,   3.403693e+01,   1.165435e+00,   2.322392e+01,   3.500534e+01,   4.923607e+00,   2.343750e-01
   2.178718e+01,   5.604796e+00,   1.973058e+01,   1.466922e+01,   2.084693e+01,  -2.264111e+00,   2.784682e+01,   3.414609e+01,   1.180819e+00,   2.350769e+01,   3.485534e+01,   4.921721e+00,   2.375000e-01
   2.183329e+01,   5.669776e+00,   1.972346e+01,   1.484204e+01,   2.073995e+01,  -2.293645e+00,   2.792073e+01,   3.425478e+01,   1.196196e+00,   2.379038e+01,   3.470329e+01,   4.919813e+00,   2.406250e-01
   2.187994e+01,   5.734419e+00,   1.971625e+01,   1.501407e+01,   2.063173e+01,  -2.323169e+00,   2.799551e+01,   3.436299e+01,   1.211568e+00,   2.407198e+01,   3.454920e+01,   4.917883e+00,   2.437500e-01
   2.192713e+01,   5.798723e+00,   1.970894e+01,   1.518533e+01,   2.052226e+01,  -2.352683e+00,   2.807118e+01,   3.447071e+01,   1.226933e+00,   2.435247e+01,   3.439307e+01,   4.915929e+00,   2.468750e-01
   2.197485e+01,   5.862682e+00,   1.970154e+01,   1.535579e+01,   2.041155e+01,  -2.382186e+00,   2.814771e+01,   3.457794e+01,   1.242292e+00,   2.463183e+01,   3.423492e+01,   4.913953e+00,   2.500000e-01
   2.202310e+01,   5.926294e+00,   1.969405e+01,   1.552545e+01,   2.029961e+01,  -2.411678e+00,   2.822512e+01,   3.468467e+01,   1.257645e+00,   2.491005e+01,   3.407475e+01,   4.911954e+00,   2.531250e-01
   2.207188e+01,   5.989553e+00,   1.968647e+01,   1.569430e+01,   2.018645e+01,  -2.441159e+00,   2.830340e+01,   3.479091e+01,   1.272992e+00,   2.518712e+01,   3.391257e+01,   4.909933e+00,   2.562500e-01
   2.212119e+01,   6.052458e+00,   1.967880e+01,   1.586233e+01,   2.007207e+01,  -2.470630e+00,   2.838254e+01,   3.489663e+01,   1.288332e+00,   2.546302e+01,   3.374839e+01,   4.907889e+00,   2.593750e-01
   2.217102e+01,   6.115003e+00,   1.967103e+01,   1.602953e+01,   1.995647e+01,  -2.500089e+00,   2.846254e+01,   3.500183e+01,   1.303666e+00,   2.573773e+01,   3.358222e+01,   4.905822e+00,   2.625000e-01
   2.222137e+01,   6.177184e+00,   1.966317e+01,   1.619590e+01,   1.983967e+01,  -2.529537e+00,   2.854340e+01,   3.510651e+01,   1.318993e+00,   2.601125e+01,   3.341406e+01,   4.903733e+00,   2.656250e-01
   2.227224e+01,   6.238999e+00,   1.965522e+01,   1.636142e+01,   1.972166e+01,  -2.558973e+00,   2.862511e+01,   3.521067e+01,   1.334314e+00,   2.628356e+01,   3.324393e+01,   4.901622e+00,   2.687500e-01
   2.232363e+01,   6.300443e+00,   1.964718e+01,   1.652608e+01,   1.960246e+01,  -2.588398e+00,   2.870767e+01,   3.531429e+01,   1.349629e+00,   2.655464e+01,   3.307183e+01,   4.899487e+00,   2.718750e-01
   2.237553e+01,   6.361513e+00,   1.963904e+01,   1.668989e+01,   1.948207e+01,  -2.617811e+00,   2.879108e+01,   3.541736e+01,   1.364936e+00,   2.682449e+01,   3.289777e+01,   4.897330e+00,   2.750000e-01
   2.242794e+01,   6.422205e+00,   1.963082e+01,   1.685282e+01,   1.936049e+01,  -2.647212e+00,   2.887532e+01,   3.551989e+01,   1.380237e+00,   2.709307e+01,   3.272177e+01,   4.895151e+00,   2.781250e-01
   2.248086e+01,   6.482515e+00,   1.962250e+01,   1.701487e+01,   1.923774e+01,  -2.676602e+00,   2.896041e+01,   3.562187e+01,   1.395531e+00,   2.736039e+01,   3.254383e+01,   4.892949e+00,   2.812500e-01
   2.253428e+01,   6.542440e+00,   1.961409e+01,   1.717603e+01,   1.911382e+01,  -2.705979e+00,   2.904632e+01,   3.572329e+01,   1.410818e+00,   2.762643e+01,   3.236395e+01,   4.890724e+00,   2.843750e-01
   2.258821e+01,   6.601975e+00,   1.960559e+01,   1.733630e+01,   1.898873e+01,  -2.735344e+00,   2.913307e+01,   3.582415e+01,   1.426098e+00,   2.789117e+01,   3.218216e+01,   4.888477e+00,   2.875000e-01
   2.264264e+01,   6.661118e+00,   1.959699e+01,   1.749566e+01,   1.886249e+01,  -2.764696e+00,   2.922064e+01,   3.592443e+01,   1.441371e+00,   2.815461e+01,   3.199845e+01,   4.886207e+00,   2.906250e-01
   2.269756e+01,   6.719865e+00,   1.958831e+01,   1.765411e+01,   1.873509e+01,  -2.794036e+00,   2.930904e+01,   3.602413e+01,   1.456637e+00,   2.841672e+01,   3.181284e+01,   4.883915e+00,   2.937500e-01
   2.275297e+01,   6.778211e+00,   1.957953e+01,   1.781164e+01,   1.860655e+01,  -2.823363e+00,   2.939825e+01,   3.612326e+01,   1.471895e+00,   2.867749e+01,   3.162534e+01,   4.881600e+00,   2.968750e-01
   2.280888e+01,   6.836154e+00,   1.957066e+01,   1.796824e+01,   1.847687e+01,  -2.852677e+00,   2.948827e+01,   3.622179e+01,   1.487147e+00,   2.893691e+01,   3.143596e+01,   4.879263e+00,   3.000000e-01
   2.286527e+01,   6.893691e+00,   1.956170e+01,   1.812390e+01,   1.834606e+01,  -2.881979e+00,   2.957910e+01,   3.631973e+01,   1.502391e+00,   2.919497e+01,   3.124470e+01,   4.876903e+00,   3.031250e-01
   2.292215e+01,   6.950816e+00,   1.955265e+01,   1.827861e+01,   1.821413e+01,  -2.911267e+00,   2.967074e+01,   3.641707e+01,   1.517627e+00,   2.945165e+01,   3.105158e+01,   4.874521e+00,   3.062500e-01
   2.297951e+01,   7.007528e+00,   1.954350e+01,   1.843237e+01,   1.808108e+01,  -2.940542e+00,   2.976317e+01,   3.651380e+01,   1.532856e+00,   2.970694e+01,   3.085660e+01,   4.872116e+00,   3.093750e-01
   2.303735e+01,   7.063822e+00,   1.953427e+01,   1.858517e+01,   1.794692e+01,  -2.969803e+00,   2.985640e+01,   3.660992e+01,   1.548078e+00,   2.996083e+01,   3.065978e+01,   4.869689e+00,   3.125000e-01
   2.309567e+01,   7.119695e+00,   1.952494e+01,   1.873700e+01,   1.781165e+01,  -2.999051e+00,   2.995043e+01,   3.670542e+01,   1.563292e+00,   3.021330e+01,   3.046113e+01,   4.867239e+00,   3.156250e-01
   2.315446e+01,   7.175143e+00,   1.951553e+01,   1.888785e+01,   1.767529e+01,  -3.028286e+00,   3.004523e+01,   3.680030e+01,   1.578498e+00,   3.046434e+01,   3.026066e+01,   4.864767e+00,   3.187500e-01
   2.321372e+01,   7.230164e+00,   1.950602e+01,   1.903771e+01,   1.753783e+01,  -3.057506e+00,   3.014083e+01,   3.689455e+01,   1.593697e+00,   3.071393e+01,   3.005837e+01,   4.862272e+00,   3.218750e-01
   2.327344e+01,   7.284754e+00,   1.949642e+01,   1.918658e+01,   1.739930e+01,  -3.086713e+00,   3.023720e+01,   3.698816e+01,   1.608887e+00,   3.096207e+01,   2.985428e+01,   4.859755e+00,   3.250000e-01
   2.333363e+01,   7.338909e+00,   1.948672e+01,   1.933445e+01,   1.725969e+01,  -3.115905e+00,   3.033434e+01,   3.708114e+01,   1.624070e+00,   3.120874e+01,   2.964840e+01,   4.857216e+00,   3.281250e-01
   2.339428e+01,   7.392626e+00,   1.947694e+01,   1.948131e+01,   1.711901e+01,  -3.145084e+00,   3.043225e+01,   3.717346e+01,   1.639245e+00,   3.145393e+01,   2.944074e+01,   4.854654e+00,   3.312500e-01
   2.345539e+01,   7.445901e+00,   1.946707e+01,   1.962715e+01,   1.697727e+01,  -3.174248e+00,   3.053092e+01,   3.726514e+01,   1.654412e+00,   3.169762e+01,   2.923131e+01,   4.852070e+00,   3.343750e-01
   2.351695e+01,   7.498733e+00,   1.945710e+01,   1.977197e+01,   1.683448e+01,  -3.203397e+00,   3.063036e+01,   3.735616e+01,   1.669570e+00,   3.193980e+01,   2.902012e+01,   4.849463e+00,   3.375000e-01
   2.357896e+01,   7.551116e+00,   1.944705e+01,   1.991575e+01,   1.669064e+01,  -3.232532e+00,   3.073055e+01,   3.744651e+01,   1.684721e+00,   3.218047e+01,   2.880718e+01,   4.846834e+00,   3.406250e-01
   2.364142e+01,   7.603048e+00,   1.943690e+01,   2.005850e+01,   1.654576e+01,  -3.261652e+00,   3.083148e+01,   3.753620e+01,   1.699863e+00,   3.241960e+01,   2.859250e+01,   4.844183e+00,   3.437500e-01
   2.370433e+01,   7.654526e+00,   1.942666e+01,   2.020020e+01,   1.639986e+01,  -3.290757e+00,   3.093317e+01,   3.762521e+01,   1.714997e+00,   3.265718e+01,   2.837610e+01,   4.841509e+00,   3.468750e-01
   2.376767e+01,   7.705546e+00,   1.941633e+01,   2.034084e+01,   1.625293e+01,  -3.319847e+00,   3.103559e+01,   3.771355e+01,   1.730122e+00,   3.289321e+01,   2.815798e+01,   4.838813e+00,   3.500000e-01
   2.383146e+01,   7.756105e+00,   1.940591e+01,   2.048042e+01,   1.610498e+01,  -3.348921e+00,   3.113875e+01,   3.780120e+01,   1.745239e+00,   3.312766e+01,   2.793815e+01,   4.836094e+00,   3.531250e-01
   2.389567e+01,   7.806201e+00,   1.939540e+01,   2.061894e+01,   1.595602e+01,  -3.377981e+00,   3.124264e+01,   3.788816e+01,   1.760348e+00,   3.336054e+01,   2.771664e+01,   4.833353e+00,   3.562500e-01
   2.396032e+01,   7.855830e+00,   1.938480e+01,   2.075638e+01,   1.580607e+01,  -3.407025e+00,   3.134725e+01,   3.797443e+01,   1.775448e+00,   3.359182e+01,   2.749344e+01,   4.830590e+00,   3.593750e-01
   2.402540e+01,   7.904988e+00,   1.937411e+01,   2.089273e+01,   1.565512e+01,  -3.436053e+00,   3.145258e+01,   3.805999e+01,   1.790539e+00,   3.382149e+01,   2.726857e+01,   4.827805e+00,   3.625000e-01
