z[μm], t[μm]
  -1.850844e+01,   1.302813e+01
  -1.852482e+01,   1.303125e+01
  -1.854111e+01,   1.303438e+01
  -1.855732e+01,   1.303750e+01
  -1.857345e+01,   1.304063e+01
  -1.858948e+01,   1.304375e+01
  -1.860543e+01,   1.304688e+01
  -1.862129e+01,   1.305000e+01
  -1.863706e+01,   1.305313e+01
  -1.865274e+01,   1.305625e+01
  -1.866834e+01,   1.305938e+01
  -1.868385e+01,   1.306250e+01
  -1.869927e+01,   1.306563e+01
  -1.871461e+01,   1.306875e+01
  -1.872985e+01,   1.307188e+01
  -1.874501e+01,   1.307500e+01
  -1.876008e+01,   1.307812e+01
  -1.877506e+01,   1.308125e+01
  -1.878996e+01,   1.308438e+01
  -1.880476e+01,   1.308750e+01
  -1.881948e+01,   1.309063e+01
  -1.883411e+01,   1.309375e+01
  -1.884865e+01,   1.309688e+01
  -1.886310e+01,   1.310000e+01
  -1.887746e+01,   1.310313e+01
  -1.889174e+01,   1.310625e+01
  -1.890592e+01,   1.310938e+01
  -1.892002e+01,   1.311250e+01
  -1.893403e+01,   1.311563e+01
  -1.894794e+01,   1.311875e+01
  -1.896177e+01,   1.312188e+01
  -1.897552e+01,   1.312500e+01
  -1.898917e+01,   1.312813e+01
  -1.900273e+01,   1.313125e+01
  -1.901620e+01,   1.313438e+01
  -1.902959e+01,   1.313750e+01
  -1.904288e+01,   1.314062e+01
  -1.905609e+01,   1.314375e+01
  -1.906920e+01,   1.314688e+01
  -1.908223e+01,   1.315000e+01
  -1.909516e+01,   1.315313e+01
  -1.910801e+01,   1.315625e+01
  -1.912077e+01,   1.315938e+01
  -1.913343e+01,   1.316250e+01
  -1.914601e+01,   1.316563e+01
  -1.915850e+01,   1.316875e+01
  -1.917089e+01,   1.317188e+01
  -1.918320e+01,   1.317500e+01
  -1.919542e+01,   1.317813e+01
  -1.920754e+01,   1.318125e+01
  -1.921958e+01,   1.318438e+01
  -1.923153e+01,   1.318750e+01
  -1.924338e+01,   1.319063e+01
  -1.925515e+01,   1.319375e+01
  -1.926682e+01,   1.319688e+01
  -1.927841e+01,   1.320000e+01
  -1.928990e+01,   1.320312e+01
  -1.930130e+01,   1.320625e+01
  -1.931262e+01,   1.320938e+01
  -1.932384e+01,   1.321250e+01
  -1.933497e+01,   1.321563e+01
  -1.934601e+01,   1.321875e+01
  -1.935696e+01,   1.322188e+01
  -1.936782e+01,   1.322500e+01
  -1.937859e+01,   1.322813e+01
  -1.938926e+01,   1.323125e+01
  -1.939985e+01,   1.323438e+01
  -1.941034e+01,   1.323750e+01
  -1.942074e+01,   1.324063e+01
  -1.943106e+01,   1.324375e+01
  -1.944128e+01,   1.324688e+01
  -1.945141e+01,   1.325000e+01
  -1.946144e+01,   1.325313e+01
  -1.947139e+01,   1.325625e+01
  -1.948124e+01,   1.325938e+01
  -1.949101e+01,   1.326250e+01
  -1.950068e+01,   1.326562e+01
  -1.951026e+01,   1.326875e+01
  -1.951975e+01,   1.327188e+01
  -1.952914e+01,   1.327500e+01
  -1.953845e+01,   1.327813e+01
  -1.954766e+01,   1.328125e+01
  -1.955678e+01,   1.328438e+01
  -1.956581e+01,   1.328750e+01
  -1.957475e+01,   1.329063e+01
  -1.958360e+01,   1.329375e+01
  -1.959235e+01,   1.329688e+01
  -1.960101e+01,   1.330000e+01
  -1.960958e+01,   1.330313e+01
  -1.961806e+01,   1.330625e+01
  -1.962644e+01,   1.330938e+01
  -1.963474e+01,   1.331250e+01
  -1.964294e+01,   1.331563e+01
  -1.965105e+01,   1.331875e+01
  -1.965906e+01,   1.332188e+01
  -1.966699e+01,   1.332500e+01
  -1.967482e+01,   1.332812e+01
  -1.968256e+01,   1.333125e+01
  -1.969020e+01,   1.333438e+01
  -1.969776e+01,   1.333750e+01
  -1.970522e+01,   1.334063e+01
  -1.971259e+01,   1.334375e+01
  -1.971986e+01,   1.334688e+01
  -1.972705e+01,   1.335000e+01
  -1.973414e+01,   1.335313e+01
  -1.974114e+01,   1.335625e+01
  -1.974804e+01,   1.335938e+01
  -1.975486e+01,   1.336250e+01
  -1.976158e+01,   1.336563e+01
  -1.976820e+01,   1.336875e+01
  -1.977474e+01,   1.337188e+01
  -1.978118e+01,   1.337500e+01
  -1.978753e+01,   1.337813e+01
  -1.979378e+01,   1.338125e+01
  -1.979994e+01,   1.338438e+01
  -1.980601e+01,   1.338750e+01
  -1.981199e+01,   1.339062e+01
  -1.981787e+01,   1.339375e+01
  -1.982366e+01,   1.339688e+01
  -1.982936e+01,   1.340000e+01
  -1.983497e+01,   1.340313e+01
  -1.984048e+01,   1.340625e+01
  -1.984589e+01,   1.340938e+01
  -1.985122e+01,   1.341250e+01
  -1.985645e+01,   1.341563e+01
  -1.986159e+01,   1.341875e+01
  -1.986663e+01,   1.342188e+01
  -1.987158e+01,   1.342500e+01
  -1.987644e+01,   1.342813e+01
  -1.988120e+01,   1.343125e+01
  -1.988588e+01,   1.343438e+01
  -1.989045e+01,   1.343750e+01
  -1.989494e+01,   1.344063e+01
  -1.989933e+01,   1.344375e+01
  -1.990363e+01,   1.344688e+01
  -1.990783e+01,   1.345000e+01
  -1.991194e+01,   1.345312e+01
  -1.991596e+01,   1.345625e+01
  -1.991988e+01,   1.345938e+01
  -1.992371e+01,   1.346250e+01
  -1.992744e+01,   1.346563e+01
  -1.993109e+01,   1.346875e+01
  -1.993464e+01,   1.347188e+01
  -1.993809e+01,   1.347500e+01
  -1.994145e+01,   1.347813e+01
  -1.994472e+01,   1.348125e+01
  -1.994789e+01,   1.348438e+01
  -1.995097e+01,   1.348750e+01
  -1.995396e+01,   1.349063e+01
  -1.995685e+01,   1.349375e+01
  -1.995965e+01,   1.349688e+01
  -1.996236e+01,   1.350000e+01
  -1.996497e+01,   1.350313e+01
  -1.996749e+01,   1.350625e+01
  -1.996991e+01,   1.350938e+01
  -1.997224e+01,   1.351250e+01
  -1.997448e+01,   1.351562e+01
  -1.997662e+01,   1.351875e+01
  -1.997867e+01,   1.352188e+01
  -1.998062e+01,   1.352500e+01
  -1.998248e+01,   1.352813e+01
  -1.998425e+01,   1.353125e+01
  -1.998592e+01,   1.353438e+01
  -1.998750e+01,   1.353750e+01
  -1.998899e+01,   1.354063e+01
  -1.999038e+01,   1.354375e+01
  -1.999168e+01,   1.354688e+01
  -1.999288e+01,   1.355000e+01
  -1.999399e+01,   1.355313e+01
  -1.999501e+01,   1.355625e+01
  -1.999593e+01,   1.355938e+01
  -1.999676e+01,   1.356250e+01
  -1.999749e+01,   1.356563e+01
  -1.999813e+01,   1.356875e+01
  -1.999867e+01,   1.357188e+01
  -1.999913e+01,   1.357500e+01
  -1.999948e+01,   1.357812e+01
  -1.999975e+01,   1.358125e+01
  -1.999992e+01,   1.358438e+01
  -2.000000e+01,   1.358750e+01
  -1.999998e+01,   1.359063e+01
  -1.999987e+01,   1.359375e+01
  -1.999966e+01,   1.359688e+01
  -1.999936e+01,   1.360000e+01
  -1.999897e+01,   1.360313e+01
  -1.999848e+01,   1.360625e+01
  -1.999790e+01,   1.360938e+01
  -1.999722e+01,   1.361250e+01
  -1.999645e+01,   1.361563e+01
  -1.999559e+01,   1.361875e+01
  -1.999463e+01,   1.362188e+01
  -1.999358e+01,   1.362500e+01
  -1.999244e+01,   1.362813e+01
  -1.999120e+01,   1.363125e+01
  -1.998986e+01,   1.363438e+01
  -1.998844e+01,   1.363750e+01
  -1.998692e+01,   1.364062e+01
  -1.998530e+01,   1.364375e+01
  -1.998359e+01,   1.364688e+01
  -1.998179e+01,   1.365000e+01
  -1.997990e+01,   1.365313e+01
  -1.997790e+01,   1.365625e+01
  -1.997582e+01,   1.365938e+01
  -1.997364e+01,   1.366250e+01
  -1.997137e+01,   1.366563e+01
  -1.996901e+01,   1.366875e+01
  -1.996655e+01,   1.367188e+01
  -1.996399e+01,   1.367500e+01
  -1.996135e+01,   1.367813e+01
  -1.995861e+01,   1.368125e+01
  -1.995577e+01,   1.368438e+01
  -1.995284e+01,   1.368750e+01
  -1.994982e+01,   1.369063e+01
  -1.994671e+01,   1.369375e+01
  -1.994350e+01,   1.369688e+01
  -1.994019e+01,   1.370000e+01
  -1.993680e+01,   1.370312e+01
  -1.993331e+01,   1.370625e+01
  -1.992972e+01,   1.370938e+01
  -1.992604e+01,   1.371250e+01
  -1.992227e+01,   1.371563e+01
  -1.991841e+01,   1.371875e+01
  -1.991445e+01,   1.372188e+01
  -1.991040e+01,   1.372500e+01
  -1.990625e+01,   1.372813e+01
  -1.990201e+01,   1.373125e+01
  -1.989768e+01,   1.373438e+01
  -1.989325e+01,   1.373750e+01
  -1.988874e+01,   1.374063e+01
  -1.988412e+01,   1.374375e+01
  -1.987942e+01,   1.374688e+01
  -1.987462e+01,   1.375000e+01
  -1.986972e+01,   1.375313e+01
  -1.986474e+01,   1.375625e+01
  -1.985966e+01,   1.375938e+01
  -1.985448e+01,   1.376250e+01
  -1.984922e+01,   1.376562e+01
  -1.984386e+01,   1.376875e+01
  -1.983841e+01,   1.377188e+01
  -1.983286e+01,   1.377500e+01
  -1.982722e+01,   1.377813e+01
  -1.982149e+01,   1.378125e+01
  -1.981566e+01,   1.378438e+01
  -1.980974e+01,   1.378750e+01
  -1.980373e+01,   1.379063e+01
  -1.979763e+01,   1.379375e+01
  -1.979143e+01,   1.379688e+01
  -1.978514e+01,   1.380000e+01
  -1.977876e+01,   1.380313e+01
  -1.977228e+01,   1.380625e+01
  -1.976571e+01,   1.380938e+01
  -1.975905e+01,   1.381250e+01
  -1.975229e+01,   1.381563e+01
  -1.974545e+01,   1.381875e+01
  -1.973850e+01,   1.382188e+01
  -1.973147e+01,   1.382500e+01
  -1.972435e+01,   1.382812e+01
  -1.971713e+01,   1.383125e+01
  -1.970982e+01,   1.383438e+01
  -1.970241e+01,   1.383750e+01
  -1.969491e+01,   1.384063e+01
  -1.968733e+01,   1.384375e+01
  -1.967964e+01,   1.384688e+01
  -1.967187e+01,   1.385000e+01
  -1.966400e+01,   1.385313e+01
  -1.965605e+01,   1.385625e+01
  -1.964799e+01,   1.385938e+01
  -1.963985e+01,   1.386250e+01
  -1.963162e+01,   1.386563e+01
  -1.962329e+01,   1.386875e+01
  -1.961487e+01,   1.387188e+01
  -1.960636e+01,   1.387500e+01
  -1.959775e+01,   1.387813e+01
  -1.958905e+01,   1.388125e+01
  -1.958027e+01,   1.388438e+01
  -1.957139e+01,   1.388750e+01
  -1.956241e+01,   1.389062e+01
  -1.955335e+01,   1.389375e+01
  -1.954419e+01,   1.389688e+01
  -1.953495e+01,   1.390000e+01
  -1.952561e+01,   1.390313e+01
  -1.951617e+01,   1.390625e+01
  -1.950665e+01,   1.390938e+01
  -1.949704e+01,   1.391250e+01
  -1.948733e+01,   1.391563e+01
  -1.947753e+01,   1.391875e+01
  -1.946764e+01,   1.392188e+01
  -1.945766e+01,   1.392500e+01
  -1.944759e+01,   1.392813e+01
  -1.943743e+01,   1.393125e+01
  -1.942717e+01,   1.393438e+01
  -1.941683e+01,   1.393750e+01
  -1.940639e+01,   1.394063e+01
  -1.939586e+01,   1.394375e+01
  -1.938524e+01,   1.394688e+01
  -1.937453e+01,   1.395000e+01
  -1.936373e+01,   1.395312e+01
  -1.935283e+01,   1.395625e+01
  -1.934185e+01,   1.395938e+01
  -1.933078e+01,   1.396250e+01
  -1.931961e+01,   1.396563e+01
  -1.930835e+01,   1.396875e+01
  -1.929701e+01,   1.397188e+01
  -1.928557e+01,   1.397500e+01
  -1.927404e+01,   1.397813e+01
  -1.926242e+01,   1.398125e+01
  -1.925071e+01,   1.398438e+01
  -1.923891e+01,   1.398750e+01
  -1.922702e+01,   1.399063e+01
  -1.921504e+01,   1.399375e+01
  -1.920297e+01,   1.399688e+01
  -1.919081e+01,   1.400000e+01
  -1.917856e+01,   1.400313e+01
  -1.916622e+01,   1.400625e+01
  -1.915379e+01,   1.400938e+01
  -1.914127e+01,   1.401250e+01
  -1.912866e+01,   1.401562e+01
  -1.911596e+01,   1.401875e+01
  -1.910317e+01,   1.402188e+01
  -1.909029e+01,   1.402500e+01
  -1.907732e+01,   1.402813e+01
  -1.906426e+01,   1.403125e+01
  -1.905111e+01,   1.403438e+01
  -1.903787e+01,   1.403750e+01
  -1.902454e+01,   1.404063e+01
  -1.901112e+01,   1.404375e+01
  -1.899762e+01,   1.404688e+01
  -1.898402e+01,   1.405000e+01
  -1.897034e+01,   1.405313e+01
  -1.895656e+01,   1.405625e+01
  -1.894270e+01,   1.405938e+01
  -1.892875e+01,   1.406250e+01
  -1.891470e+01,   1.406563e+01
  -1.890057e+01,   1.406875e+01
  -1.888635e+01,   1.407188e+01
  -1.887205e+01,   1.407500e+01
  -1.885765e+01,   1.407812e+01
  -1.884317e+01,   1.408125e+01
  -1.882859e+01,   1.408438e+01
  -1.881393e+01,   1.408750e+01
  -1.879918e+01,   1.409063e+01
  -1.878434e+01,   1.409375e+01
  -1.876941e+01,   1.409688e+01
  -1.875440e+01,   1.410000e+01
  -1.873930e+01,   1.410313e+01
  -1.872410e+01,   1.410625e+01
  -1.870883e+01,   1.410938e+01
  -1.869346e+01,   1.411250e+01
  -1.867800e+01,   1.411563e+01
  -1.866246e+01,   1.411875e+01
  -1.864683e+01,   1.412188e+01
  -1.863111e+01,   1.412500e+01
  -1.861531e+01,   1.412813e+01
  -1.859941e+01,   1.413125e+01
  -1.858343e+01,   1.413438e+01
  -1.856737e+01,   1.413750e+01
  -1.855121e+01,   1.414062e+01
  -1.853497e+01,   1.414375e+01
  -1.851864e+01,   1.414688e+01
  -1.850222e+01,   1.415000e+01
  -1.848572e+01,   1.415313e+01
  -1.846913e+01,   1.415625e+01
  -1.845246e+01,   1.415938e+01
  -1.843569e+01,   1.416250e+01
  -1.841884e+01,   1.416563e+01
  -1.840191e+01,   1.416875e+01
  -1.838488e+01,   1.417188e+01
  -1.836777e+01,   1.417500e+01
  -1.835058e+01,   1.417813e+01
  -1.833330e+01,   1.418125e+01
  -1.831593e+01,   1.418438e+01
  -1.829847e+01,   1.418750e+01
  -1.828093e+01,   1.419063e+01
  -1.826331e+01,   1.419375e+01
  -1.824560e+01,   1.419688e+01
  -1.822780e+01,   1.420000e+01
  -1.820992e+01,   1.420312e+01
  -1.819195e+01,   1.420625e+01
  -1.817390e+01,   1.420938e+01
  -1.815576e+01,   1.421250e+01
  -1.813753e+01,   1.421563e+01
  -1.811922e+01,   1.421875e+01
  -1.810083e+01,   1.422188e+01
  -1.808235e+01,   1.422500e+01
  -1.806378e+01,   1.422813e+01
  -1.804513e+01,   1.423125e+01
  -1.802640e+01,   1.423438e+01
  -1.800758e+01,   1.423750e+01
  -1.798867e+01,   1.424063e+01
  -1.796969e+01,   1.424375e+01
  -1.795061e+01,   1.424688e+01
  -1.793146e+01,   1.425000e+01
  -1.791222e+01,   1.425313e+01
  -1.789289e+01,   1.425625e+01
  -1.787348e+01,   1.425938e+01
  -1.785399e+01,   1.426250e+01
  -1.783441e+01,   1.426562e+01
  -1.781475e+01,   1.426875e+01
  -1.779500e+01,   1.427188e+01
  -1.777518e+01,   1.427500e+01
  -1.775526e+01,   1.427813e+01
  -1.773527e+01,   1.428125e+01
  -1.771519e+01,   1.428438e+01
  -1.769503e+01,   1.428750e+01
  -1.767478e+01,   1.429063e+01
  -1.765445e+01,   1.429375e+01
  -1.763404e+01,   1.429688e+01
  -1.761355e+01,   1.430000e+01
  -1.759297e+01,   1.430313e+01
  -1.757231e+01,   1.430625e+01
  -1.755157e+01,   1.430938e+01
  -1.753075e+01,   1.431250e+01
  -1.750984e+01,   1.431563e+01
  -1.748885e+01,   1.431875e+01
  -1.746778e+01,   1.432188e+01
  -1.744663e+01,   1.432500e+01
  -1.742539e+01,   1.432812e+01
  -1.740408e+01,   1.433125e+01
  -1.738268e+01,   1.433438e+01
  -1.736120e+01,   1.433750e+01
  -1.733964e+01,   1.434063e+01
  -1.731799e+01,   1.434375e+01
  -1.729627e+01,   1.434688e+01
  -1.727446e+01,   1.435000e+01
  -1.725258e+01,   1.435313e+01
  -1.723061e+01,   1.435625e+01
  -1.720856e+01,   1.435938e+01
  -1.718643e+01,   1.436250e+01
  -1.716422e+01,   1.436563e+01
  -1.714193e+01,   1.436875e+01
  -1.711955e+01,   1.437188e+01
  -1.709710e+01,   1.437500e+01
  -1.707457e+01,   1.437813e+01
  -1.705196e+01,   1.438125e+01
  -1.702926e+01,   1.438438e+01
  -1.700649e+01,   1.438750e+01
  -1.698364e+01,   1.439062e+01
  -1.696071e+01,   1.439375e+01
  -1.693769e+01,   1.439688e+01
  -1.691460e+01,   1.440000e+01
  -1.689143e+01,   1.440313e+01
  -1.686818e+01,   1.440625e+01
  -1.684485e+01,   1.440938e+01
  -1.682144e+01,   1.441250e+01
  -1.679795e+01,   1.441563e+01
  -1.677439e+01,   1.441875e+01
  -1.675074e+01,   1.442188e+01
  -1.672702e+01,   1.442500e+01
  -1.670321e+01,   1.442813e+01
  -1.667933e+01,   1.443125e+01
  -1.665537e+01,   1.443438e+01
  -1.663133e+01,   1.443750e+01
  -1.660722e+01,   1.444063e+01
  -1.658302e+01,   1.444375e+01
  -1.655875e+01,   1.444688e+01
  -1.653440e+01,   1.445000e+01
  -1.650997e+01,   1.445312e+01
  -1.648547e+01,   1.445625e+01
  -1.646088e+01,   1.445938e+01
  -1.643622e+01,   1.446250e+01
  -1.641149e+01,   1.446563e+01
  -1.638667e+01,   1.446875e+01
  -1.636178e+01,   1.447188e+01
  -1.633681e+01,   1.447500e+01
  -1.631177e+01,   1.447813e+01
  -1.628665e+01,   1.448125e+01
  -1.626145e+01,   1.448438e+01
  -1.623617e+01,   1.448750e+01
  -1.621082e+01,   1.449063e+01
  -1.618540e+01,   1.449375e+01
  -1.615989e+01,   1.449688e+01
  -1.613432e+01,   1.450000e+01
  -1.610866e+01,   1.450313e+01
  -1.608293e+01,   1.450625e+01
  -1.605712e+01,   1.450938e+01
  -1.603124e+01,   1.451250e+01
  -1.600529e+01,   1.451562e+01
  -1.597926e+01,   1.451875e+01
  -1.595315e+01,   1.452188e+01
  -1.592697e+01,   1.452500e+01
  -1.590071e+01,   1.452813e+01
  -1.587438e+01,   1.453125e+01
  -1.584797e+01,   1.453438e+01
  -1.582149e+01,   1.453750e+01
  -1.579494e+01,   1.454063e+01
  -1.576831e+01,   1.454375e+01
  -1.574161e+01,   1.454688e+01
  -1.571483e+01,   1.455000e+01
  -1.568798e+01,   1.455313e+01
  -1.566105e+01,   1.455625e+01
  -1.563406e+01,   1.455938e+01
  -1.560698e+01,   1.456250e+01
  -1.557984e+01,   1.456563e+01
  -1.555262e+01,   1.456875e+01
  -1.552533e+01,   1.457188e+01
  -1.549797e+01,   1.457500e+01
  -1.547053e+01,   1.457812e+01
  -1.544302e+01,   1.458125e+01
  -1.541544e+01,   1.458438e+01
  -1.538778e+01,   1.458750e+01
  -1.536006e+01,   1.459063e+01
  -1.533226e+01,   1.459375e+01
  -1.530439e+01,   1.459688e+01
  -1.527644e+01,   1.460000e+01
  -1.524843e+01,   1.460313e+01
  -1.522034e+01,   1.460625e+01
  -1.519219e+01,   1.460938e+01
  -1.516396e+01,   1.461250e+01
  -1.513566e+01,   1.461563e+01
  -1.510729e+01,   1.461875e+01
  -1.507884e+01,   1.462188e+01
  -1.505033e+01,   1.462500e+01
  -1.502175e+01,   1.462813e+01
  -1.499309e+01,   1.463125e+01
  -1.496437e+01,   1.463438e+01
  -1.493557e+01,   1.463750e+01
  -1.490671e+01,   1.464062e+01
  -1.487777e+01,   1.464375e+01
  -1.484877e+01,   1.464688e+01
  -1.481969e+01,   1.465000e+01
  -1.479055e+01,   1.465313e+01
  -1.476133e+01,   1.465625e+01
  -1.473205e+01,   1.465938e+01
  -1.470270e+01,   1.466250e+01
  -1.467327e+01,   1.466563e+01
  -1.464378e+01,   1.466875e+01
  -1.461422e+01,   1.467188e+01
  -1.458459e+01,   1.467500e+01
  -1.455490e+01,   1.467813e+01
  -1.452513e+01,   1.468125e+01
  -1.449530e+01,   1.468438e+01
  -1.446540e+01,   1.468750e+01
  -1.443543e+01,   1.469063e+01
  -1.440539e+01,   1.469375e+01
  -1.437529e+01,   1.469688e+01
  -1.434511e+01,   1.470000e+01
  -1.431487e+01,   1.470312e+01
  -1.428457e+01,   1.470625e+01
  -1.425419e+01,   1.470938e+01
  -1.422375e+01,   1.471250e+01
  -1.419324e+01,   1.471563e+01
  -1.416267e+01,   1.471875e+01
  -1.413203e+01,   1.472188e+01
  -1.410132e+01,   1.472500e+01
  -1.407055e+01,   1.472813e+01
  -1.403971e+01,   1.473125e+01
  -1.400880e+01,   1.473438e+01
  -1.397783e+01,   1.473750e+01
  -1.394679e+01,   1.474063e+01
  -1.391569e+01,   1.474375e+01
  -1.388452e+01,   1.474688e+01
  -1.385329e+01,   1.475000e+01
  -1.382199e+01,   1.475313e+01
  -1.379063e+01,   1.475625e+01
  -1.375920e+01,   1.475938e+01
  -1.372771e+01,   1.476250e+01
  -1.369615e+01,   1.476562e+01
  -1.366453e+01,   1.476875e+01
  -1.363284e+01,   1.477188e+01
  -1.360109e+01,   1.477500e+01
  -1.356928e+01,   1.477813e+01
  -1.353740e+01,   1.478125e+01
  -1.350546e+01,   1.478438e+01
  -1.347345e+01,   1.478750e+01
  -1.344139e+01,   1.479063e+01
  -1.340925e+01,   1.479375e+01
  -1.337706e+01,   1.479688e+01
  -1.334480e+01,   1.480000e+01
  -1.331248e+01,   1.480313e+01
  -1.328010e+01,   1.480625e+01
  -1.324766e+01,   1.480938e+01
  -1.321515e+01,   1.481250e+01
  -1.318258e+01,   1.481563e+01
  -1.314995e+01,   1.481875e+01
  -1.311726e+01,   1.482188e+01
  -1.308450e+01,   1.482500e+01
  -1.305169e+01,   1.482812e+01
  -1.301881e+01,   1.483125e+01
  -1.298587e+01,   1.483438e+01
  -1.295287e+01,   1.483750e+01
  -1.291981e+01,   1.484063e+01
  -1.288669e+01,   1.484375e+01
  -1.285351e+01,   1.484688e+01
  -1.282027e+01,   1.485000e+01
  -1.278697e+01,   1.485313e+01
  -1.275361e+01,   1.485625e+01
  -1.272018e+01,   1.485938e+01
  -1.268670e+01,   1.486250e+01
  -1.265316e+01,   1.486563e+01
  -1.261956e+01,   1.486875e+01
  -1.258590e+01,   1.487188e+01
  -1.255218e+01,   1.487500e+01
  -1.251840e+01,   1.487813e+01
  -1.248457e+01,   1.488125e+01
  -1.245067e+01,   1.488438e+01
  -1.241672e+01,   1.488750e+01
  -1.238271e+01,   1.489062e+01
  -1.234864e+01,   1.489375e+01
  -1.231451e+01,   1.489688e+01
  -1.228032e+01,   1.490000e+01
  -1.224608e+01,   1.490313e+01
  -1.221177e+01,   1.490625e+01
  -1.217742e+01,   1.490938e+01
  -1.214300e+01,   1.491250e+01
  -1.210853e+01,   1.491563e+01
  -1.207400e+01,   1.491875e+01
  -1.203941e+01,   1.492188e+01
  -1.200477e+01,   1.492500e+01
  -1.197007e+01,   1.492813e+01
  -1.193531e+01,   1.493125e+01
  -1.190050e+01,   1.493438e+01
  -1.186563e+01,   1.493750e+01
  -1.183071e+01,   1.494063e+01
  -1.179573e+01,   1.494375e+01
  -1.176069e+01,   1.494688e+01
  -1.172560e+01,   1.495000e+01
  -1.169046e+01,   1.495312e+01
  -1.165526e+01,   1.495625e+01
  -1.162000e+01,   1.495938e+01
  -1.158469e+01,   1.496250e+01
  -1.154933e+01,   1.496563e+01
  -1.151391e+01,   1.496875e+01
  -1.147844e+01,   1.497188e+01
  -1.144291e+01,   1.497500e+01
  -1.140733e+01,   1.497813e+01
  -1.137170e+01,   1.498125e+01
  -1.133601e+01,   1.498438e+01
  -1.130027e+01,   1.498750e+01
  -1.126448e+01,   1.499063e+01
  -1.122864e+01,   1.499375e+01
  -1.119274e+01,   1.499688e+01
  -1.115679e+01,   1.500000e+01
  -1.112078e+01,   1.500313e+01
  -1.108473e+01,   1.500625e+01
  -1.104862e+01,   1.500938e+01
  -1.101246e+01,   1.501250e+01
  -1.097625e+01,   1.501562e+01
  -1.093998e+01,   1.501875e+01
  -1.090367e+01,   1.502188e+01
  -1.086730e+01,   1.502500e+01
  -1.083089e+01,   1.502813e+01
  -1.079442e+01,   1.503125e+01
  -1.075790e+01,   1.503438e+01
  -1.072133e+01,   1.503750e+01
  -1.068471e+01,   1.504063e+01
  -1.064804e+01,   1.504375e+01
  -1.061132e+01,   1.504688e+01
  -1.057455e+01,   1.505000e+01
  -1.053773e+01,   1.505313e+01
  -1.050086e+01,   1.505625e+01
  -1.046395e+01,   1.505938e+01
  -1.042698e+01,   1.506250e+01
  -1.038996e+01,   1.506563e+01
  -1.035290e+01,   1.506875e+01
  -1.031578e+01,   1.507188e+01
  -1.027862e+01,   1.507500e+01
  -1.024141e+01,   1.507812e+01
  -1.020415e+01,   1.508125e+01
  -1.016685e+01,   1.508438e+01
  -1.012949e+01,   1.508750e+01
  -1.009209e+01,   1.509063e+01
  -1.005464e+01,   1.509375e+01
  -1.001714e+01,   1.509688e+01
  -9.979601e+00,   1.510000e+01
  -9.942011e+00,   1.510313e+01
  -9.904374e+00,   1.510625e+01
  -9.866690e+00,   1.510938e+01
  -9.828960e+00,   1.511250e+01
  -9.791184e+00,   1.511563e+01
  -9.753362e+00,   1.511875e+01
  -9.715494e+00,   1.512188e+01
  -9.677580e+00,   1.512500e+01
  -9.639621e+00,   1.512813e+01
  -9.601617e+00,   1.513125e+01
  -9.563568e+00,   1.513438e+01
  -9.525473e+00,   1.513750e+01
  -9.487334e+00,   1.514062e+01
  -9.449150e+00,   1.514375e+01
  -9.410922e+00,   1.514688e+01
  -9.372650e+00,   1.515000e+01
  -9.334334e+00,   1.515313e+01
  -9.295973e+00,   1.515625e+01
  -9.257570e+00,   1.515938e+01
  -9.219122e+00,   1.516250e+01
  -9.180632e+00,   1.516563e+01
  -9.142098e+00,   1.516875e+01
  -9.103521e+00,   1.517188e+01
  -9.064902e+00,   1.517500e+01
  -9.026240e+00,   1.517813e+01
  -8.987535e+00,   1.518125e+01
  -8.948788e+00,   1.518438e+01
  -8.910000e+00,   1.518750e+01
  -8.871169e+00,   1.519063e+01
  -8.832297e+00,   1.519375e+01
  -8.793383e+00,   1.519688e+01
  -8.754428e+00,   1.520000e+01
  -8.715432e+00,   1.520312e+01
  -8.676395e+00,   1.520625e+01
  -8.637317e+00,   1.520938e+01
  -8.598198e+00,   1.521250e+01
  -8.559039e+00,   1.521563e+01
  -8.519840e+00,   1.521875e+01
  -8.480601e+00,   1.522188e+01
  -8.441322e+00,   1.522500e+01
  -8.402003e+00,   1.522813e+01
  -8.362645e+00,   1.523125e+01
  -8.323248e+00,   1.523438e+01
  -8.283811e+00,   1.523750e+01
  -8.244336e+00,   1.524063e+01
  -8.204822e+00,   1.524375e+01
  -8.165269e+00,   1.524688e+01
  -8.125678e+00,   1.525000e+01
  -8.086049e+00,   1.525313e+01
  -8.046382e+00,   1.525625e+01
  -8.006677e+00,   1.525938e+01
  -7.966934e+00,   1.526250e+01
  -7.927154e+00,   1.526562e+01
  -7.887337e+00,   1.526875e+01
  -7.847483e+00,   1.527188e+01
  -7.807591e+00,   1.527500e+01
  -7.767664e+00,   1.527813e+01
  -7.727699e+00,   1.528125e+01
  -7.687699e+00,   1.528438e+01
  -7.647662e+00,   1.528750e+01
  -7.607589e+00,   1.529063e+01
  -7.567481e+00,   1.529375e+01
  -7.527337e+00,   1.529688e+01
  -7.487157e+00,   1.530000e+01
  -7.446943e+00,   1.530313e+01
  -7.406693e+00,   1.530625e+01
  -7.366409e+00,   1.530938e+01
  -7.326090e+00,   1.531250e+01
  -7.285737e+00,   1.531563e+01
  -7.245349e+00,   1.531875e+01
  -7.204927e+00,   1.532188e+01
  -7.164472e+00,   1.532500e+01
