z[μm], t[μm]
   2.000000e+01,   0.000000e+00
   1.999995e+01,   3.125000e-03
   1.999981e+01,   6.250000e-03
   1.999958e+01,   9.375000e-03
   1.999925e+01,   1.250000e-02
   1.999883e+01,   1.562500e-02
   1.999831e+01,   1.875000e-02
   1.999770e+01,   2.187500e-02
   1.999699e+01,   2.500000e-02
   1.999619e+01,   2.812500e-02
   1.999530e+01,   3.125000e-02
   1.999432e+01,   3.437500e-02
   1.999324e+01,   3.750000e-02
   1.999206e+01,   4.062500e-02
   1.999079e+01,   4.375000e-02
   1.998943e+01,   4.687500e-02
   1.998797e+01,   5.000000e-02
   1.998642e+01,   5.312500e-02
   1.998478e+01,   5.625000e-02
   1.998304e+01,   5.937500e-02
   1.998121e+01,   6.250000e-02
   1.997929e+01,   6.562500e-02
   1.997727e+01,   6.875000e-02
   1.997515e+01,   7.187500e-02
   1.997295e+01,   7.500000e-02
   1.997065e+01,   7.812500e-02
   1.996825e+01,   8.125000e-02
   1.996576e+01,   8.437500e-02
   1.996318e+01,   8.750000e-02
   1.996050e+01,   9.062500e-02
   1.995773e+01,   9.375000e-02
   1.995487e+01,   9.687500e-02
   1.995191e+01,   1.000000e-01
   1.994886e+01,   1.031250e-01
   1.994572e+01,   1.062500e-01
   1.994248e+01,   1.093750e-01
   1.993915e+01,   1.125000e-01
   1.993572e+01,   1.156250e-01
   1.993220e+01,   1.187500e-01
   1.992859e+01,   1.218750e-01
   1.992488e+01,   1.250000e-01
   1.992108e+01,   1.281250e-01
   1.991719e+01,   1.312500e-01
   1.991320e+01,   1.343750e-01
   1.990912e+01,   1.375000e-01
   1.990494e+01,   1.406250e-01
   1.990068e+01,   1.437500e-01
   1.989631e+01,   1.468750e-01
   1.989186e+01,   1.500000e-01
   1.988731e+01,   1.531250e-01
   1.988267e+01,   1.562500e-01
   1.987793e+01,   1.593750e-01
   1.987310e+01,   1.625000e-01
   1.986818e+01,   1.656250e-01
   1.986317e+01,   1.687500e-01
   1.985806e+01,   1.718750e-01
   1.985286e+01,   1.750000e-01
   1.984756e+01,   1.781250e-01
   1.984217e+01,   1.812500e-01
   1.983669e+01,   1.843750e-01
   1.983111e+01,   1.875000e-01
   1.982545e+01,   1.906250e-01
   1.981969e+01,   1.937500e-01
   1.981383e+01,   1.968750e-01
   1.980788e+01,   2.000000e-01
   1.980184e+01,   2.031250e-01
   1.979571e+01,   2.062500e-01
   1.978948e+01,   2.093750e-01
   1.978316e+01,   2.125000e-01
   1.977675e+01,   2.156250e-01
   1.977025e+01,   2.187500e-01
   1.976365e+01,   2.218750e-01
   1.975696e+01,   2.250000e-01
   1.975017e+01,   2.281250e-01
   1.974330e+01,   2.312500e-01
   1.973633e+01,   2.343750e-01
   1.972926e+01,   2.375000e-01
   1.972211e+01,   2.406250e-01
   1.971486e+01,   2.437500e-01
   1.970752e+01,   2.468750e-01
   1.970009e+01,   2.500000e-01
   1.969256e+01,   2.531250e-01
   1.968495e+01,   2.562500e-01
   1.967724e+01,   2.593750e-01
   1.966943e+01,   2.625000e-01
   1.966154e+01,   2.656250e-01
   1.965355e+01,   2.687500e-01
   1.964547e+01,   2.718750e-01
   1.963730e+01,   2.750000e-01
   1.962903e+01,   2.781250e-01
   1.962068e+01,   2.812500e-01
   1.961223e+01,   2.843750e-01
   1.960369e+01,   2.875000e-01
   1.959506e+01,   2.906250e-01
   1.958633e+01,   2.937500e-01
   1.957751e+01,   2.968750e-01
   1.956860e+01,   3.000000e-01
   1.955960e+01,   3.031250e-01
   1.955051e+01,   3.062500e-01
   1.954133e+01,   3.093750e-01
   1.953205e+01,   3.125000e-01
   1.952268e+01,   3.156250e-01
   1.951322e+01,   3.187500e-01
   1.950367e+01,   3.218750e-01
   1.949403e+01,   3.250000e-01
   1.948429e+01,   3.281250e-01
   1.947447e+01,   3.312500e-01
   1.946455e+01,   3.343750e-01
   1.945454e+01,   3.375000e-01
   1.944444e+01,   3.406250e-01
   1.943425e+01,   3.437500e-01
   1.942396e+01,   3.468750e-01
   1.941359e+01,   3.500000e-01
   1.940312e+01,   3.531250e-01
   1.939256e+01,   3.562500e-01
   1.938192e+01,   3.593750e-01
   1.937118e+01,   3.625000e-01
   1.936035e+01,   3.656250e-01
   1.934943e+01,   3.687500e-01
   1.933841e+01,   3.718750e-01
   1.932731e+01,   3.750000e-01
   1.931612e+01,   3.781250e-01
   1.930483e+01,   3.812500e-01
   1.929346e+01,   3.843750e-01
   1.928199e+01,   3.875000e-01
   1.927044e+01,   3.906250e-01
   1.925879e+01,   3.937500e-01
   1.924705e+01,   3.968750e-01
   1.923523e+01,   4.000000e-01
   1.922331e+01,   4.031250e-01
   1.921130e+01,   4.062500e-01
   1.919920e+01,   4.093750e-01
   1.918701e+01,   4.125000e-01
   1.917473e+01,   4.156250e-01
   1.916236e+01,   4.187500e-01
   1.914990e+01,   4.218750e-01
   1.913736e+01,   4.250000e-01
   1.912472e+01,   4.281250e-01
   1.911199e+01,   4.312500e-01
   1.909917e+01,   4.343750e-01
   1.908626e+01,   4.375000e-01
   1.907326e+01,   4.406250e-01
   1.906018e+01,   4.437500e-01
   1.904700e+01,   4.468750e-01
   1.903373e+01,   4.500000e-01
   1.902038e+01,   4.531250e-01
   1.900693e+01,   4.562500e-01
   1.899340e+01,   4.593750e-01
   1.897977e+01,   4.625000e-01
   1.896606e+01,   4.656250e-01
   1.895226e+01,   4.687500e-01
   1.893837e+01,   4.718750e-01
   1.892439e+01,   4.750000e-01
   1.891032e+01,   4.781250e-01
   1.889616e+01,   4.812500e-01
   1.888191e+01,   4.843750e-01
   1.886758e+01,   4.875000e-01
   1.885315e+01,   4.906250e-01
   1.883864e+01,   4.937500e-01
   1.882404e+01,   4.968750e-01
   1.880935e+01,   5.000000e-01
   1.879457e+01,   5.031250e-01
   1.877971e+01,   5.062500e-01
   1.876475e+01,   5.093750e-01
   1.874971e+01,   5.125000e-01
   1.873458e+01,   5.156250e-01
   1.871936e+01,   5.187500e-01
   1.870405e+01,   5.218750e-01
   1.868866e+01,   5.250000e-01
   1.867318e+01,   5.281250e-01
   1.865761e+01,   5.312500e-01
   1.864195e+01,   5.343750e-01
   1.862620e+01,   5.375000e-01
   1.861037e+01,   5.406250e-01
   1.859445e+01,   5.437500e-01
   1.857844e+01,   5.468750e-01
   1.856235e+01,   5.500000e-01
   1.854617e+01,   5.531250e-01
   1.852990e+01,   5.562500e-01
   1.851354e+01,   5.593750e-01
   1.849710e+01,   5.625000e-01
   1.848057e+01,   5.656250e-01
   1.846395e+01,   5.687500e-01
   1.844725e+01,   5.718750e-01
   1.843046e+01,   5.750000e-01
   1.841358e+01,   5.781250e-01
   1.839662e+01,   5.812500e-01
   1.837957e+01,   5.843750e-01
   1.836243e+01,   5.875000e-01
   1.834521e+01,   5.906250e-01
   1.832790e+01,   5.937500e-01
   1.831051e+01,   5.968750e-01
   1.829303e+01,   6.000000e-01
   1.827546e+01,   6.031250e-01
   1.825781e+01,   6.062500e-01
   1.824007e+01,   6.093750e-01
   1.822225e+01,   6.125000e-01
   1.820434e+01,   6.156250e-01
   1.818634e+01,   6.187500e-01
   1.816826e+01,   6.218750e-01
   1.815009e+01,   6.250000e-01
   1.813184e+01,   6.281250e-01
   1.811351e+01,   6.312500e-01
   1.809509e+01,   6.343750e-01
   1.807658e+01,   6.375000e-01
   1.805799e+01,   6.406250e-01
   1.803931e+01,   6.437500e-01
   1.802055e+01,   6.468750e-01
   1.800171e+01,   6.500000e-01
   1.798278e+01,   6.531250e-01
   1.796376e+01,   6.562500e-01
   1.794466e+01,   6.593750e-01
   1.792548e+01,   6.625000e-01
   1.790621e+01,   6.656250e-01
   1.788686e+01,   6.687500e-01
   1.786742e+01,   6.718750e-01
   1.784790e+01,   6.750000e-01
   1.782830e+01,   6.781250e-01
   1.780861e+01,   6.812500e-01
   1.778884e+01,   6.843750e-01
   1.776899e+01,   6.875000e-01
   1.774905e+01,   6.906250e-01
   1.772903e+01,   6.937500e-01
   1.770893e+01,   6.968750e-01
   1.768874e+01,   7.000000e-01
   1.766847e+01,   7.031250e-01
   1.764811e+01,   7.062500e-01
   1.762768e+01,   7.093750e-01
   1.760716e+01,   7.125000e-01
   1.758655e+01,   7.156250e-01
   1.756587e+01,   7.187500e-01
   1.754510e+01,   7.218750e-01
   1.752425e+01,   7.250000e-01
   1.750332e+01,   7.281250e-01
   1.748231e+01,   7.312500e-01
   1.746121e+01,   7.343750e-01
   1.744003e+01,   7.375000e-01
   1.741877e+01,   7.406250e-01
   1.739743e+01,   7.437500e-01
   1.737600e+01,   7.468750e-01
   1.735450e+01,   7.500000e-01
   1.733291e+01,   7.531250e-01
   1.731124e+01,   7.562500e-01
   1.728949e+01,   7.593750e-01
   1.726766e+01,   7.625000e-01
   1.724575e+01,   7.656250e-01
   1.722376e+01,   7.687500e-01
   1.720168e+01,   7.718750e-01
   1.717953e+01,   7.750000e-01
   1.715729e+01,   7.781250e-01
   1.713497e+01,   7.812500e-01
   1.711258e+01,   7.843750e-01
   1.709010e+01,   7.875000e-01
   1.706754e+01,   7.906250e-01
   1.704490e+01,   7.937500e-01
   1.702219e+01,   7.968750e-01
   1.699939e+01,   8.000000e-01
   1.697651e+01,   8.031250e-01
   1.695355e+01,   8.062500e-01
   1.693052e+01,   8.093750e-01
   1.690740e+01,   8.125000e-01
   1.688420e+01,   8.156250e-01
   1.686093e+01,   8.187500e-01
   1.683757e+01,   8.218750e-01
   1.681414e+01,   8.250000e-01
   1.679063e+01,   8.281250e-01
   1.676704e+01,   8.312500e-01
   1.674337e+01,   8.343750e-01
   1.671962e+01,   8.375000e-01
   1.669579e+01,   8.406250e-01
   1.667188e+01,   8.437500e-01
   1.664790e+01,   8.468750e-01
   1.662384e+01,   8.500000e-01
   1.659970e+01,   8.531250e-01
   1.657548e+01,   8.562500e-01
   1.655118e+01,   8.593750e-01
   1.652681e+01,   8.625000e-01
   1.650236e+01,   8.656250e-01
   1.647783e+01,   8.687500e-01
   1.645322e+01,   8.718750e-01
   1.642854e+01,   8.750000e-01
   1.640378e+01,   8.781250e-01
   1.637894e+01,   8.812500e-01
   1.635402e+01,   8.843750e-01
   1.632903e+01,   8.875000e-01
   1.630396e+01,   8.906250e-01
   1.627882e+01,   8.937500e-01
   1.625359e+01,   8.968750e-01
   1.622830e+01,   9.000000e-01
   1.620292e+01,   9.031250e-01
   1.617747e+01,   9.062500e-01
   1.615194e+01,   9.093750e-01
   1.612634e+01,   9.125000e-01
   1.610066e+01,   9.156250e-01
   1.607491e+01,   9.187500e-01
   1.604908e+01,   9.218750e-01
   1.602318e+01,   9.250000e-01
   1.599720e+01,   9.281250e-01
   1.597114e+01,   9.312500e-01
   1.594501e+01,   9.343750e-01
   1.591881e+01,   9.375000e-01
   1.589253e+01,   9.406250e-01
   1.586617e+01,   9.437500e-01
   1.583974e+01,   9.468750e-01
   1.581324e+01,   9.500000e-01
   1.578666e+01,   9.531250e-01
   1.576001e+01,   9.562500e-01
   1.573328e+01,   9.593750e-01
   1.570648e+01,   9.625000e-01
   1.567961e+01,   9.656250e-01
   1.565266e+01,   9.687500e-01
   1.562564e+01,   9.718750e-01
   1.559855e+01,   9.750000e-01
   1.557138e+01,   9.781250e-01
   1.554414e+01,   9.812500e-01
   1.551682e+01,   9.843750e-01
   1.548944e+01,   9.875000e-01
   1.546198e+01,   9.906250e-01
   1.543445e+01,   9.937500e-01
   1.540684e+01,   9.968750e-01
   1.537917e+01,   1.000000e+00
   1.535142e+01,   1.003125e+00
   1.532359e+01,   1.006250e+00
   1.529570e+01,   1.009375e+00
   1.526774e+01,   1.012500e+00
   1.523970e+01,   1.015625e+00
   1.521159e+01,   1.018750e+00
   1.518341e+01,   1.021875e+00
   1.515516e+01,   1.025000e+00
   1.512684e+01,   1.028125e+00
   1.509844e+01,   1.031250e+00
   1.506998e+01,   1.034375e+00
   1.504144e+01,   1.037500e+00
   1.501284e+01,   1.040625e+00
   1.498416e+01,   1.043750e+00
   1.495542e+01,   1.046875e+00
   1.492660e+01,   1.050000e+00
   1.489771e+01,   1.053125e+00
   1.486875e+01,   1.056250e+00
   1.483973e+01,   1.059375e+00
   1.481063e+01,   1.062500e+00
   1.478146e+01,   1.065625e+00
   1.475223e+01,   1.068750e+00
   1.472292e+01,   1.071875e+00
   1.469355e+01,   1.075000e+00
   1.466411e+01,   1.078125e+00
   1.463459e+01,   1.081250e+00
   1.460501e+01,   1.084375e+00
   1.457536e+01,   1.087500e+00
   1.454564e+01,   1.090625e+00
   1.451586e+01,   1.093750e+00
   1.448600e+01,   1.096875e+00
   1.445608e+01,   1.100000e+00
   1.442609e+01,   1.103125e+00
   1.439603e+01,   1.106250e+00
   1.436591e+01,   1.109375e+00
   1.433571e+01,   1.112500e+00
   1.430545e+01,   1.115625e+00
   1.427512e+01,   1.118750e+00
   1.424473e+01,   1.121875e+00
   1.421427e+01,   1.125000e+00
   1.418374e+01,   1.128125e+00
   1.415314e+01,   1.131250e+00
   1.412248e+01,   1.134375e+00
   1.409175e+01,   1.137500e+00
   1.406096e+01,   1.140625e+00
   1.403010e+01,   1.143750e+00
   1.399917e+01,   1.146875e+00
   1.396818e+01,   1.150000e+00
   1.393712e+01,   1.153125e+00
   1.390600e+01,   1.156250e+00
   1.387481e+01,   1.159375e+00
   1.384356e+01,   1.162500e+00
   1.381224e+01,   1.165625e+00
   1.378085e+01,   1.168750e+00
   1.374941e+01,   1.171875e+00
   1.371789e+01,   1.175000e+00
   1.368632e+01,   1.178125e+00
   1.365467e+01,   1.181250e+00
   1.362297e+01,   1.184375e+00
   1.359120e+01,   1.187500e+00
   1.355937e+01,   1.190625e+00
   1.352747e+01,   1.193750e+00
   1.349551e+01,   1.196875e+00
   1.346348e+01,   1.200000e+00
   1.343139e+01,   1.203125e+00
   1.339924e+01,   1.206250e+00
   1.336703e+01,   1.209375e+00
   1.333475e+01,   1.212500e+00
   1.330241e+01,   1.215625e+00
   1.327001e+01,   1.218750e+00
   1.323755e+01,   1.221875e+00
   1.320502e+01,   1.225000e+00
   1.317244e+01,   1.228125e+00
   1.313979e+01,   1.231250e+00
   1.310707e+01,   1.234375e+00
   1.307430e+01,   1.237500e+00
   1.304147e+01,   1.240625e+00
   1.300857e+01,   1.243750e+00
   1.297561e+01,   1.246875e+00
   1.294259e+01,   1.250000e+00
   1.290952e+01,   1.253125e+00
   1.287638e+01,   1.256250e+00
   1.284318e+01,   1.259375e+00
   1.280992e+01,   1.262500e+00
   1.277659e+01,   1.265625e+00
   1.274321e+01,   1.268750e+00
   1.270977e+01,   1.271875e+00
   1.267627e+01,   1.275000e+00
   1.264271e+01,   1.278125e+00
   1.260909e+01,   1.281250e+00
   1.257542e+01,   1.284375e+00
   1.254168e+01,   1.287500e+00
   1.250788e+01,   1.290625e+00
   1.247403e+01,   1.293750e+00
   1.244011e+01,   1.296875e+00
   1.240614e+01,   1.300000e+00
   1.237211e+01,   1.303125e+00
   1.233802e+01,   1.306250e+00
   1.230388e+01,   1.309375e+00
   1.226967e+01,   1.312500e+00
   1.223541e+01,   1.315625e+00
   1.220109e+01,   1.318750e+00
   1.216671e+01,   1.321875e+00
   1.213228e+01,   1.325000e+00
   1.209779e+01,   1.328125e+00
   1.206324e+01,   1.331250e+00
   1.202864e+01,   1.334375e+00
   1.199398e+01,   1.337500e+00
   1.195926e+01,   1.340625e+00
   1.192449e+01,   1.343750e+00
   1.188966e+01,   1.346875e+00
   1.185477e+01,   1.350000e+00
   1.181983e+01,   1.353125e+00
   1.178483e+01,   1.356250e+00
   1.174978e+01,   1.359375e+00
   1.171467e+01,   1.362500e+00
   1.167951e+01,   1.365625e+00
   1.164430e+01,   1.368750e+00
   1.160902e+01,   1.371875e+00
   1.157370e+01,   1.375000e+00
   1.153832e+01,   1.378125e+00
   1.150288e+01,   1.381250e+00
   1.146739e+01,   1.384375e+00
   1.143185e+01,   1.387500e+00
   1.139625e+01,   1.390625e+00
   1.136060e+01,   1.393750e+00
   1.132490e+01,   1.396875e+00
   1.128914e+01,   1.400000e+00
   1.125333e+01,   1.403125e+00
   1.121747e+01,   1.406250e+00
   1.118156e+01,   1.409375e+00
   1.114559e+01,   1.412500e+00
   1.110957e+01,   1.415625e+00
   1.107350e+01,   1.418750e+00
   1.103737e+01,   1.421875e+00
   1.100120e+01,   1.425000e+00
   1.096497e+01,   1.428125e+00
   1.092869e+01,   1.431250e+00
   1.089236e+01,   1.434375e+00
   1.085598e+01,   1.437500e+00
   1.081954e+01,   1.440625e+00
   1.078306e+01,   1.443750e+00
   1.074653e+01,   1.446875e+00
   1.070994e+01,   1.450000e+00
   1.067331e+01,   1.453125e+00
   1.063662e+01,   1.456250e+00
   1.059989e+01,   1.459375e+00
   1.056310e+01,   1.462500e+00
   1.052627e+01,   1.465625e+00
   1.048938e+01,   1.468750e+00
   1.045245e+01,   1.471875e+00
   1.041547e+01,   1.475000e+00
   1.037844e+01,   1.478125e+00
   1.034136e+01,   1.481250e+00
   1.030423e+01,   1.484375e+00
   1.026705e+01,   1.487500e+00
   1.022982e+01,   1.490625e+00
   1.019255e+01,   1.493750e+00
   1.015523e+01,   1.496875e+00
   1.011786e+01,   1.500000e+00
   1.008044e+01,   1.503125e+00
   1.004298e+01,   1.506250e+00
   1.000547e+01,   1.509375e+00
   9.967911e+00,   1.512500e+00
   9.930306e+00,   1.515625e+00
   9.892654e+00,   1.518750e+00
   9.854956e+00,   1.521875e+00
   9.817212e+00,   1.525000e+00
   9.779421e+00,   1.528125e+00
   9.741585e+00,   1.531250e+00
   9.703703e+00,   1.534375e+00
   9.665775e+00,   1.537500e+00
   9.627802e+00,   1.540625e+00
   9.589783e+00,   1.543750e+00
   9.551720e+00,   1.546875e+00
   9.513612e+00,   1.550000e+00
   9.475459e+00,   1.553125e+00
   9.437261e+00,   1.556250e+00
   9.399019e+00,   1.559375e+00
   9.360733e+00,   1.562500e+00
   9.322403e+00,   1.565625e+00
   9.284029e+00,   1.568750e+00
   9.245612e+00,   1.571875e+00
   9.207151e+00,   1.575000e+00
   9.168647e+00,   1.578125e+00
   9.130100e+00,   1.581250e+00
   9.091510e+00,   1.584375e+00
   9.052877e+00,   1.587500e+00
   9.014202e+00,   1.590625e+00
   8.975484e+00,   1.593750e+00
   8.936724e+00,   1.596875e+00
   8.897923e+00,   1.600000e+00
   8.859079e+00,   1.603125e+00
   8.820194e+00,   1.606250e+00
   8.781267e+00,   1.609375e+00
   8.742299e+00,   1.612500e+00
   8.703290e+00,   1.615625e+00
   8.664240e+00,   1.618750e+00
   8.625150e+00,   1.621875e+00
   8.586019e+00,   1.625000e+00
   8.546847e+00,   1.628125e+00
   8.507636e+00,   1.631250e+00
   8.468384e+00,   1.634375e+00
   8.429093e+00,   1.637500e+00
   8.389762e+00,   1.640625e+00
   8.350392e+00,   1.643750e+00
   8.310982e+00,   1.646875e+00
   8.271534e+00,   1.650000e+00
   8.232046e+00,   1.653125e+00
   8.192520e+00,   1.656250e+00
   8.152955e+00,   1.659375e+00
   8.113352e+00,   1.662500e+00
   8.073711e+00,   1.665625e+00
   8.034032e+00,   1.668750e+00
   7.994316e+00,   1.671875e+00
   7.954561e+00,   1.675000e+00
   7.914770e+00,   1.678125e+00
   7.874941e+00,   1.681250e+00
   7.835075e+00,   1.684375e+00
   7.795173e+00,   1.687500e+00
   7.755233e+00,   1.690625e+00
   7.715258e+00,   1.693750e+00
   7.675246e+00,   1.696875e+00
   7.635198e+00,   1.700000e+00
   7.595114e+00,   1.703125e+00
   7.554994e+00,   1.706250e+00
   7.514839e+00,   1.709375e+00
   7.474649e+00,   1.712500e+00
   7.434424e+00,   1.715625e+00
   7.394163e+00,   1.718750e+00
   7.353868e+00,   1.721875e+00
   7.313538e+00,   1.725000e+00
   7.273174e+00,   1.728125e+00
   7.232776e+00,   1.731250e+00
   7.192344e+00,   1.734375e+00
   7.151878e+00,   1.737500e+00
   7.111379e+00,   1.740625e+00
   7.070846e+00,   1.743750e+00
   7.030279e+00,   1.746875e+00
   6.989680e+00,   1.750000e+00
   6.949048e+00,   1.753125e+00
   6.908384e+00,   1.756250e+00
   6.867686e+00,   1.759375e+00
   6.826957e+00,   1.762500e+00
   6.786196e+00,   1.765625e+00
   6.745402e+00,   1.768750e+00
   6.704577e+00,   1.771875e+00
   6.663721e+00,   1.775000e+00
   6.622833e+00,   1.778125e+00
   6.581914e+00,   1.781250e+00
   6.540964e+00,   1.784375e+00
   6.499983e+00,   1.787500e+00
   6.458972e+00,   1.790625e+00
   6.417931e+00,   1.793750e+00
   6.376859e+00,   1.796875e+00
   6.335758e+00,   1.800000e+00
   6.294626e+00,   1.803125e+00
   6.253465e+00,   1.806250e+00
   6.212275e+00,   1.809375e+00
   6.171055e+00,   1.812500e+00
   6.129807e+00,   1.815625e+00
   6.088530e+00,   1.818750e+00
   6.047224e+00,   1.821875e+00
   6.005890e+00,   1.825000e+00
   5.964527e+00,   1.828125e+00
   5.923136e+00,   1.831250e+00
   5.881718e+00,   1.834375e+00
   5.840272e+00,   1.837500e+00
   5.798799e+00,   1.840625e+00
   5.757298e+00,   1.843750e+00
   5.715770e+00,   1.846875e+00
   5.674216e+00,   1.850000e+00
   5.632635e+00,   1.853125e+00
   5.591027e+00,   1.856250e+00
   5.549393e+00,   1.859375e+00
   5.507733e+00,   1.862500e+00
   5.466047e+00,   1.865625e+00
   5.424335e+00,   1.868750e+00
   5.382598e+00,   1.871875e+00
   5.340836e+00,   1.875000e+00
   5.299049e+00,   1.878125e+00
   5.257236e+00,   1.881250e+00
   5.215399e+00,   1.884375e+00
   5.173538e+00,   1.887500e+00
   5.131652e+00,   1.890625e+00
   5.089742e+00,   1.893750e+00
   5.047808e+00,   1.896875e+00
   5.005851e+00,   1.900000e+00
   4.963870e+00,   1.903125e+00
   4.921865e+00,   1.906250e+00
   4.879838e+00,   1.909375e+00
   4.837787e+00,   1.912500e+00
   4.795714e+00,   1.915625e+00
   4.753618e+00,   1.918750e+00
   4.711500e+00,   1.921875e+00
   4.669360e+00,   1.925000e+00
   4.627198e+00,   1.928125e+00
   4.585014e+00,   1.931250e+00
   4.542809e+00,   1.934375e+00
   4.500582e+00,   1.937500e+00
   4.458334e+00,   1.940625e+00
   4.416065e+00,   1.943750e+00
   4.373776e+00,   1.946875e+00
   4.331466e+00,   1.950000e+00
   4.289135e+00,   1.953125e+00
   4.246785e+00,   1.956250e+00
   4.204414e+00,   1.959375e+00
   4.162024e+00,   1.962500e+00
   4.119614e+00,   1.965625e+00
   4.077185e+00,   1.968750e+00
   4.034736e+00,   1.971875e+00
   3.992269e+00,   1.975000e+00
   3.949783e+00,   1.978125e+00
   3.907278e+00,   1.981250e+00
   3.864755e+00,   1.984375e+00
   3.822214e+00,   1.987500e+00
   3.779655e+00,   1.990625e+00
   3.737078e+00,   1.993750e+00
   3.694484e+00,   1.996875e+00
   3.651872e+00,   2.000000e+00
   3.609243e+00,   2.003125e+00
   3.566597e+00,   2.006250e+00
   3.523935e+00,   2.009375e+00
   3.481256e+00,   2.012500e+00
   3.438560e+00,   2.015625e+00
   3.395848e+00,   2.018750e+00
   3.353121e+00,   2.021875e+00
   3.310377e+00,   2.025000e+00
   3.267618e+00,   2.028125e+00
   3.224844e+00,   2.031250e+00
   3.182055e+00,   2.034375e+00
   3.139250e+00,   2.037500e+00
   3.096431e+00,   2.040625e+00
   3.053597e+00,   2.043750e+00
   3.010749e+00,   2.046875e+00
   2.967887e+00,   2.050000e+00
   2.925011e+00,   2.053125e+00
   2.882121e+00,   2.056250e+00
   2.839218e+00,   2.059375e+00
   2.796301e+00,   2.062500e+00
   2.753371e+00,   2.065625e+00
   2.710428e+00,   2.068750e+00
   2.667473e+00,   2.071875e+00
   2.624505e+00,   2.075000e+00
   2.581524e+00,   2.078125e+00
   2.538532e+00,   2.081250e+00
   2.495527e+00,   2.084375e+00
   2.452511e+00,   2.087500e+00
   2.409483e+00,   2.090625e+00
   2.366444e+00,   2.093750e+00
   2.323394e+00,   2.096875e+00
   2.280333e+00,   2.100000e+00
   2.237261e+00,   2.103125e+00
   2.194179e+00,   2.106250e+00
   2.151086e+00,   2.109375e+00
   2.107984e+00,   2.112500e+00
   2.064871e+00,   2.115625e+00
   2.021749e+00,   2.118750e+00
   1.978617e+00,   2.121875e+00
   1.935476e+00,   2.125000e+00
   1.892326e+00,   2.128125e+00
   1.849167e+00,   2.131250e+00
   1.805999e+00,   2.134375e+00
   1.762822e+00,   2.137500e+00
   1.719638e+00,   2.140625e+00
   1.676445e+00,   2.143750e+00
   1.633245e+00,   2.146875e+00
   1.590037e+00,   2.150000e+00
   1.546821e+00,   2.153125e+00
   1.503598e+00,   2.156250e+00
   1.460368e+00,   2.159375e+00
   1.417131e+00,   2.162500e+00
   1.373888e+00,   2.165625e+00
   1.330638e+00,   2.168750e+00
   1.287382e+00,   2.171875e+00
   1.244120e+00,   2.175000e+00
   1.200851e+00,   2.178125e+00
   1.157578e+00,   2.181250e+00
   1.114299e+00,   2.184375e+00
   1.071014e+00,   2.187500e+00
   1.027725e+00,   2.190625e+00
   9.844305e-01,   2.193750e+00
   9.411316e-01,   2.196875e+00
   8.978283e-01,   2.200000e+00
   8.545208e-01,   2.203125e+00
   8.112093e-01,   2.206250e+00
   7.678940e-01,   2.209375e+00
   7.245750e-01,   2.212500e+00
   6.812527e-01,   2.215625e+00
   6.379271e-01,   2.218750e+00
   5.945985e-01,   2.221875e+00
   5.512672e-01,   2.225000e+00
   5.079333e-01,   2.228125e+00
   4.645969e-01,   2.231250e+00
   4.212584e-01,   2.234375e+00
   3.779180e-01,   2.237500e+00
   3.345757e-01,   2.240625e+00
   2.912319e-01,   2.243750e+00
   2.478867e-01,   2.246875e+00
   2.045403e-01,   2.250000e+00
   1.611930e-01,   2.253125e+00
   1.178449e-01,   2.256250e+00
   7.449629e-02,   2.259375e+00
   3.114731e-02,   2.262500e+00
  -1.220182e-02,   2.265625e+00
  -5.555089e-02,   2.268750e+00
  -9.889971e-02,   2.271875e+00
  -1.422481e-01,   2.275000e+00
  -1.855957e-01,   2.278125e+00
  -2.289425e-01,   2.281250e+00
  -2.722883e-01,   2.284375e+00
  -3.156327e-01,   2.287500e+00
  -3.589757e-01,   2.290625e+00
  -4.023170e-01,   2.293750e+00
  -4.456564e-01,   2.296875e+00
  -4.889937e-01,   2.300000e+00
  -5.323287e-01,   2.303125e+00
  -5.756612e-01,   2.306250e+00
  -6.189910e-01,   2.309375e+00
  -6.623178e-01,   2.312500e+00
  -7.056416e-01,   2.315625e+00
  -7.489621e-01,   2.318750e+00
  -7.922790e-01,   2.321875e+00
  -8.355922e-01,   2.325000e+00
  -8.789015e-01,   2.328125e+00
  -9.222067e-01,   2.331250e+00
  -9.655075e-01,   2.334375e+00
  -1.008804e+00,   2.337500e+00
  -1.052095e+00,   2.340625e+00
  -1.095382e+00,   2.343750e+00
  -1.138663e+00,   2.346875e+00
  -1.181940e+00,   2.350000e+00
  -1.225210e+00,   2.353125e+00
  -1.268475e+00,   2.356250e+00
  -1.311734e+00,   2.359375e+00
  -1.354987e+00,   2.362500e+00
  -1.398233e+00,   2.365625e+00
  -1.441473e+00,   2.368750e+00
  -1.484706e+00,   2.371875e+00
  -1.527932e+00,   2.375000e+00
  -1.571150e+00,   2.378125e+00
  -1.614362e+00,   2.381250e+00
  -1.657566e+00,   2.384375e+00
  -1.700762e+00,   2.387500e+00
  -1.743950e+00,   2.390625e+00
  -1.787130e+00,   2.393750e+00
  -1.830301e+00,   2.396875e+00
  -1.873464e+00,   2.400000e+00
  -1.916618e+00,   2.403125e+00
  -1.959763e+00,   2.406250e+00
  -2.002899e+00,   2.409375e+00
  -2.046026e+00,   2.412500e+00
  -2.089143e+00,   2.415625e+00
