x[μm], y[μm], z[μm], t[μm]
   2.000000e+01,   0.000000e+00,   2.000000e+01,   0.000000e+00
   2.000000e+01,   3.906250e-02,   2.000000e+01,   1.562500e-03
   2.000016e+01,   7.812500e-02,   1.999998e+01,   3.125000e-03
   2.000048e+01,   1.171869e-01,   1.999993e+01,   4.687500e-03
   2.000095e+01,   1.562477e-01,   1.999986e+01,   6.250000e-03
   2.000159e+01,   1.953068e-01,   1.999977e+01,   7.812500e-03
   2.000238e+01,   2.343635e-01,   1.999965e+01,   9.375000e-03
   2.000333e+01,   2.734174e-01,   1.999951e+01,   1.093750e-02
   2.000444e+01,   3.124678e-01,   1.999934e+01,   1.250000e-02
   2.000571e+01,   3.515143e-01,   1.999915e+01,   1.406250e-02
   2.000714e+01,   3.905561e-01,   1.999894e+01,   1.562500e-02
   2.000873e+01,   4.295928e-01,   1.999871e+01,   1.718750e-02
   2.001047e+01,   4.686237e-01,   1.999845e+01,   1.875000e-02
   2.001238e+01,   5.076483e-01,   1.999817e+01,   2.031250e-02
   2.001444e+01,   5.466660e-01,   1.999786e+01,   2.187500e-02
   2.001666e+01,   5.856763e-01,   1.999753e+01,   2.343750e-02
   2.001904e+01,   6.246785e-01,   1.999718e+01,   2.500000e-02
   2.002158e+01,   6.636721e-01,   1.999681e+01,   2.656250e-02
   2.002428e+01,   7.026566e-01,   1.999641e+01,   2.812500e-02
   2.002713e+01,   7.416312e-01,   1.999598e+01,   2.968750e-02
   2.003014e+01,   7.805956e-01,   1.999554e+01,   3.125000e-02
   2.003332e+01,   8.195490e-01,   1.999507e+01,   3.281250e-02
   2.003665e+01,   8.584910e-01,   1.999457e+01,   3.437500e-02
   2.004013e+01,   8.974209e-01,   1.999406e+01,   3.593750e-02
   2.004378e+01,   9.363383e-01,   1.999352e+01,   3.750000e-02
   2.004759e+01,   9.752424e-01,   1.999295e+01,   3.906250e-02
   2.005155e+01,   1.014133e+00,   1.999237e+01,   4.062500e-02
   2.005567e+01,   1.053009e+00,   1.999176e+01,   4.218750e-02
   2.005995e+01,   1.091870e+00,   1.999112e+01,   4.375000e-02
   2.006439e+01,   1.130715e+00,   1.999046e+01,   4.531250e-02
   2.006898e+01,   1.169545e+00,   1.998978e+01,   4.687500e-02
   2.007373e+01,   1.208358e+00,   1.998908e+01,   4.843750e-02
   2.007864e+01,   1.247154e+00,   1.998835e+01,   5.000000e-02
   2.008371e+01,   1.285932e+00,   1.998760e+01,   5.156250e-02
   2.008894e+01,   1.324691e+00,   1.998682e+01,   5.312500e-02
   2.009432e+01,   1.363432e+00,   1.998603e+01,   5.468750e-02
   2.009986e+01,   1.402153e+00,   1.998520e+01,   5.625000e-02
   2.010556e+01,   1.440855e+00,   1.998436e+01,   5.781250e-02
   2.011142e+01,   1.479535e+00,   1.998349e+01,   5.937500e-02
   2.011743e+01,   1.518195e+00,   1.998260e+01,   6.093750e-02
   2.012360e+01,   1.556832e+00,   1.998168e+01,   6.250000e-02
   2.012993e+01,   1.595448e+00,   1.998074e+01,   6.406250e-02
   2.013641e+01,   1.634040e+00,   1.997978e+01,   6.562500e-02
   2.014306e+01,   1.672609e+00,   1.997879e+01,   6.718750e-02
   2.014985e+01,   1.711154e+00,   1.997778e+01,   6.875000e-02
   2.015681e+01,   1.749675e+00,   1.997675e+01,   7.031250e-02
   2.016392e+01,   1.788170e+00,   1.997569e+01,   7.187500e-02
   2.017119e+01,   1.826639e+00,   1.997461e+01,   7.343750e-02
   2.017862e+01,   1.865082e+00,   1.997351e+01,   7.500000e-02
   2.018620e+01,   1.903499e+00,   1.997238e+01,   7.656250e-02
   2.019394e+01,   1.941888e+00,   1.997123e+01,   7.812500e-02
   2.020183e+01,   1.980248e+00,   1.997006e+01,   7.968750e-02
   2.020988e+01,   2.018581e+00,   1.996886e+01,   8.125000e-02
   2.021809e+01,   2.056884e+00,   1.996764e+01,   8.281250e-02
   2.022645e+01,   2.095157e+00,   1.996640e+01,   8.437500e-02
   2.023497e+01,   2.133401e+00,   1.996513e+01,   8.593750e-02
   2.024365e+01,   2.171613e+00,   1.996384e+01,   8.750000e-02
   2.025248e+01,   2.209794e+00,   1.996252e+01,   8.906250e-02
   2.026146e+01,   2.247943e+00,   1.996118e+01,   9.062500e-02
   2.027061e+01,   2.286060e+00,   1.995982e+01,   9.218750e-02
   2.027990e+01,   2.324143e+00,   1.995844e+01,   9.375000e-02
   2.028935e+01,   2.362193e+00,   1.995703e+01,   9.531250e-02
   2.029896e+01,   2.400209e+00,   1.995560e+01,   9.687500e-02
   2.030872e+01,   2.438190e+00,   1.995414e+01,   9.843750e-02
   2.031864e+01,   2.476136e+00,   1.995266e+01,   1.000000e-01
   2.032871e+01,   2.514045e+00,   1.995116e+01,   1.015625e-01
   2.033894e+01,   2.551919e+00,   1.994964e+01,   1.031250e-01
   2.034932e+01,   2.589755e+00,   1.994809e+01,   1.046875e-01
   2.035985e+01,   2.627554e+00,   1.994651e+01,   1.062500e-01
   2.037054e+01,   2.665314e+00,   1.994492e+01,   1.078125e-01
   2.038138e+01,   2.703036e+00,   1.994330e+01,   1.093750e-01
   2.039238e+01,   2.740719e+00,   1.994166e+01,   1.109375e-01
   2.040353e+01,   2.778362e+00,   1.993999e+01,   1.125000e-01
   2.041483e+01,   2.815965e+00,   1.993830e+01,   1.140625e-01
   2.042629e+01,   2.853526e+00,   1.993659e+01,   1.156250e-01
   2.043790e+01,   2.891047e+00,   1.993485e+01,   1.171875e-01
   2.044966e+01,   2.928525e+00,   1.993309e+01,   1.187500e-01
   2.046158e+01,   2.965961e+00,   1.993131e+01,   1.203125e-01
   2.047365e+01,   3.003353e+00,   1.992950e+01,   1.218750e-01
   2.048587e+01,   3.040702e+00,   1.992767e+01,   1.234375e-01
   2.049825e+01,   3.078007e+00,   1.992582e+01,   1.250000e-01
   2.051078e+01,   3.115267e+00,   1.992394e+01,   1.265625e-01
   2.052346e+01,   3.152482e+00,   1.992204e+01,   1.281250e-01
   2.053629e+01,   3.189650e+00,   1.992012e+01,   1.296875e-01
   2.054927e+01,   3.226773e+00,   1.991817e+01,   1.312500e-01
   2.056241e+01,   3.263848e+00,   1.991620e+01,   1.328125e-01
   2.057569e+01,   3.300876e+00,   1.991420e+01,   1.343750e-01
   2.058913e+01,   3.337856e+00,   1.991219e+01,   1.359375e-01
   2.060272e+01,   3.374787e+00,   1.991015e+01,   1.375000e-01
   2.061646e+01,   3.411669e+00,   1.990808e+01,   1.390625e-01
   2.063035e+01,   3.448501e+00,   1.990600e+01,   1.406250e-01
   2.064439e+01,   3.485283e+00,   1.990388e+01,   1.421875e-01
   2.065858e+01,   3.522014e+00,   1.990175e+01,   1.437500e-01
   2.067293e+01,   3.558694e+00,   1.989959e+01,   1.453125e-01
   2.068742e+01,   3.595322e+00,   1.989741e+01,   1.468750e-01
   2.070206e+01,   3.631898e+00,   1.989521e+01,   1.484375e-01
   2.071686e+01,   3.668420e+00,   1.989298e+01,   1.500000e-01
   2.073180e+01,   3.704889e+00,   1.989073e+01,   1.515625e-01
   2.074689e+01,   3.741304e+00,   1.988845e+01,   1.531250e-01
   2.076213e+01,   3.777665e+00,   1.988616e+01,   1.546875e-01
   2.077752e+01,   3.813970e+00,   1.988384e+01,   1.562500e-01
   2.079306e+01,   3.850219e+00,   1.988149e+01,   1.578125e-01
   2.080874e+01,   3.886413e+00,   1.987912e+01,   1.593750e-01
   2.082458e+01,   3.922549e+00,   1.987673e+01,   1.609375e-01
   2.084056e+01,   3.958629e+00,   1.987432e+01,   1.625000e-01
   2.085669e+01,   3.994650e+00,   1.987188e+01,   1.640625e-01
   2.087297e+01,   4.030613e+00,   1.986942e+01,   1.656250e-01
   2.088940e+01,   4.066517e+00,   1.986693e+01,   1.671875e-01
